demand_id,demand_date,plant_id,material_id,customer_id,product_id,required_qty,demand_type
774,2025-06-30,PLT-OH1,,CUST-003,FS7-500W,190,Forecast
775,2025-01-01,PLT-AL1,,CUST-003,FS6-450W,143,Customer Order
776,2025-01-02,PLT-AL1,,CUST-003,FS6-450W,169,Customer Order
777,2025-01-03,PLT-AL1,,CUST-003,FS6-450W,153,Customer Order
778,2025-01-06,PLT-AL1,,CUST-003,FS6-450W,143,Customer Order
779,2025-01-07,PLT-AL1,,CUST-003,FS6-450W,140,Customer Order
780,2025-01-08,PLT-AL1,,CUST-003,FS6-450W,138,Customer Order
781,2025-01-09,PLT-AL1,,CUST-003,FS6-450W,166,Customer Order
782,2025-01-10,PLT-AL1,,CUST-003,FS6-450W,138,Customer Order
783,2025-01-13,PLT-AL1,,CUST-003,FS6-450W,163,Customer Order
784,2025-01-14,PLT-AL1,,CUST-003,FS6-450W,165,Customer Order
785,2025-01-15,PLT-AL1,,CUST-003,FS6-450W,167,Customer Order
786,2025-01-16,PLT-AL1,,CUST-003,FS6-450W,136,Customer Order
787,2025-01-17,PLT-AL1,,CUST-003,FS6-450W,147,Customer Order
788,2025-01-20,PLT-AL1,,CUST-003,FS6-450W,163,Customer Order
789,2025-01-21,PLT-AL1,,CUST-003,FS6-450W,139,Customer Order
790,2025-01-22,PLT-AL1,,CUST-003,FS6-450W,149,Customer Order
791,2025-01-23,PLT-AL1,,CUST-003,FS6-450W,141,Customer Order
792,2025-01-24,PLT-AL1,,CUST-003,FS6-450W,165,Customer Order
793,2025-01-27,PLT-AL1,,CUST-003,FS6-450W,163,Customer Order
794,2025-01-28,PLT-AL1,,CUST-003,FS6-450W,164,Customer Order
795,2025-01-29,PLT-AL1,,CUST-003,FS6-450W,141,Customer Order
796,2025-01-30,PLT-AL1,,CUST-003,FS6-450W,151,Customer Order
797,2025-01-31,PLT-AL1,,CUST-003,FS6-450W,150,Customer Order
798,2025-02-03,PLT-AL1,,CUST-003,FS6-450W,166,Customer Order
799,2025-02-04,PLT-AL1,,CUST-003,FS6-450W,150,Customer Order
800,2025-02-05,PLT-AL1,,CUST-003,FS6-450W,157,Customer Order
801,2025-02-06,PLT-AL1,,CUST-003,FS6-450W,151,Customer Order
802,2025-02-07,PLT-AL1,,CUST-003,FS6-450W,169,Customer Order
803,2025-02-10,PLT-AL1,,CUST-003,FS6-450W,158,Customer Order
804,2025-02-11,PLT-AL1,,CUST-003,FS6-450W,161,Customer Order
805,2025-02-12,PLT-AL1,,CUST-003,FS6-450W,152,Customer Order
806,2025-02-13,PLT-AL1,,CUST-003,FS6-450W,171,Customer Order
807,2025-02-14,PLT-AL1,,CUST-003,FS6-450W,158,Customer Order
808,2025-02-17,PLT-AL1,,CUST-003,FS6-450W,172,Customer Order
809,2025-02-18,PLT-AL1,,CUST-003,FS6-450W,155,Customer Order
810,2025-02-19,PLT-AL1,,CUST-003,FS6-450W,177,Customer Order
811,2025-02-20,PLT-AL1,,CUST-003,FS6-450W,178,Customer Order
812,2025-02-21,PLT-AL1,,CUST-003,FS6-450W,158,Customer Order
813,2025-02-24,PLT-AL1,,CUST-003,FS6-450W,151,Customer Order
814,2025-02-25,PLT-AL1,,CUST-003,FS6-450W,155,Customer Order
815,2025-02-26,PLT-AL1,,CUST-003,FS6-450W,161,Customer Order
816,2025-02-27,PLT-AL1,,CUST-003,FS6-450W,177,Customer Order
817,2025-02-28,PLT-AL1,,CUST-003,FS6-450W,172,Customer Order
818,2025-03-03,PLT-AL1,,CUST-003,FS6-450W,176,Customer Order
819,2025-03-04,PLT-AL1,,CUST-003,FS6-450W,150,Customer Order
820,2025-03-05,PLT-AL1,,CUST-003,FS6-450W,155,Customer Order
821,2025-03-06,PLT-AL1,,CUST-003,FS6-450W,170,Customer Order
822,2025-03-07,PLT-AL1,,CUST-003,FS6-450W,179,Customer Order
823,2025-03-10,PLT-AL1,,CUST-003,FS6-450W,167,Customer Order
824,2025-03-11,PLT-AL1,,CUST-003,FS6-450W,149,Customer Order
825,2025-03-12,PLT-AL1,,CUST-003,FS6-450W,178,Customer Order
826,2025-03-13,PLT-AL1,,CUST-003,FS6-450W,178,Customer Order
827,2025-03-14,PLT-AL1,,CUST-003,FS6-450W,156,Customer Order
828,2025-03-17,PLT-AL1,,CUST-003,FS6-450W,175,Customer Order
829,2025-03-18,PLT-AL1,,CUST-003,FS6-450W,156,Customer Order
830,2025-03-19,PLT-AL1,,CUST-003,FS6-450W,181,Customer Order
831,2025-03-20,PLT-AL1,,CUST-003,FS6-450W,151,Customer Order
832,2025-03-21,PLT-AL1,,CUST-003,FS6-450W,162,Customer Order
833,2025-03-24,PLT-AL1,,CUST-003,FS6-450W,182,Customer Order
834,2025-03-25,PLT-AL1,,CUST-003,FS6-450W,154,Customer Order
835,2025-03-26,PLT-AL1,,CUST-003,FS6-450W,163,Customer Order
836,2025-03-27,PLT-AL1,,CUST-003,FS6-450W,159,Customer Order
837,2025-03-28,PLT-AL1,,CUST-003,FS6-450W,146,Customer Order
838,2025-03-31,PLT-AL1,,CUST-003,FS6-450W,147,Customer Order
839,2025-04-01,PLT-AL1,,CUST-003,FS6-450W,181,Customer Order
840,2025-04-02,PLT-AL1,,CUST-003,FS6-450W,170,Forecast
841,2025-04-03,PLT-AL1,,CUST-003,FS6-450W,202,Forecast
842,2025-04-04,PLT-AL1,,CUST-003,FS6-450W,176,Forecast
843,2025-04-07,PLT-AL1,,CUST-003,FS6-450W,161,Forecast
844,2025-04-08,PLT-AL1,,CUST-003,FS6-450W,200,Forecast
845,2025-04-09,PLT-AL1,,CUST-003,FS6-450W,196,Forecast
846,2025-04-10,PLT-AL1,,CUST-003,FS6-450W,188,Forecast
847,2025-04-11,PLT-AL1,,CUST-003,FS6-450W,194,Forecast
848,2025-04-14,PLT-AL1,,CUST-003,FS6-450W,165,Forecast
849,2025-04-15,PLT-AL1,,CUST-003,FS6-450W,172,Forecast
850,2025-04-16,PLT-AL1,,CUST-003,FS6-450W,195,Forecast
851,2025-04-17,PLT-AL1,,CUST-003,FS6-450W,190,Forecast
852,2025-04-18,PLT-AL1,,CUST-003,FS6-450W,165,Forecast
853,2025-04-21,PLT-AL1,,CUST-003,FS6-450W,190,Forecast
854,2025-04-22,PLT-AL1,,CUST-003,FS6-450W,179,Forecast
855,2025-04-23,PLT-AL1,,CUST-003,FS6-450W,160,Forecast
856,2025-04-24,PLT-AL1,,CUST-003,FS6-450W,163,Forecast
857,2025-04-25,PLT-AL1,,CUST-003,FS6-450W,170,Forecast
858,2025-04-28,PLT-AL1,,CUST-003,FS6-450W,196,Forecast
859,2025-04-29,PLT-AL1,,CUST-003,FS6-450W,183,Forecast
860,2025-04-30,PLT-AL1,,CUST-003,FS6-450W,191,Forecast
861,2025-05-01,PLT-AL1,,CUST-003,FS6-450W,182,Forecast
862,2025-05-02,PLT-AL1,,CUST-003,FS6-450W,164,Forecast
863,2025-05-05,PLT-AL1,,CUST-003,FS6-450W,172,Forecast
864,2025-05-06,PLT-AL1,,CUST-003,FS6-450W,172,Forecast
865,2025-05-07,PLT-AL1,,CUST-003,FS6-450W,161,Forecast
866,2025-05-08,PLT-AL1,,CUST-003,FS6-450W,178,Forecast
867,2025-05-09,PLT-AL1,,CUST-003,FS6-450W,194,Forecast
868,2025-05-12,PLT-AL1,,CUST-003,FS6-450W,179,Forecast
869,2025-05-13,PLT-AL1,,CUST-003,FS6-450W,164,Forecast
870,2025-05-14,PLT-AL1,,CUST-003,FS6-450W,199,Forecast
871,2025-05-15,PLT-AL1,,CUST-003,FS6-450W,185,Forecast
872,2025-05-16,PLT-AL1,,CUST-003,FS6-450W,160,Forecast
873,2025-05-19,PLT-AL1,,CUST-003,FS6-450W,182,Forecast
874,2025-05-20,PLT-AL1,,CUST-003,FS6-450W,170,Forecast
875,2025-05-21,PLT-AL1,,CUST-003,FS6-450W,166,Forecast
876,2025-05-22,PLT-AL1,,CUST-003,FS6-450W,178,Forecast
877,2025-05-23,PLT-AL1,,CUST-003,FS6-450W,186,Forecast
878,2025-05-26,PLT-AL1,,CUST-003,FS6-450W,170,Forecast
879,2025-05-27,PLT-AL1,,CUST-003,FS6-450W,177,Forecast
880,2025-05-28,PLT-AL1,,CUST-003,FS6-450W,188,Forecast
881,2025-05-29,PLT-AL1,,CUST-003,FS6-450W,163,Forecast
882,2025-05-30,PLT-AL1,,CUST-003,FS6-450W,202,Forecast
883,2025-06-02,PLT-AL1,,CUST-003,FS6-450W,153,Forecast
884,2025-06-03,PLT-AL1,,CUST-003,FS6-450W,172,Forecast
885,2025-06-04,PLT-AL1,,CUST-003,FS6-450W,171,Forecast
886,2025-06-05,PLT-AL1,,CUST-003,FS6-450W,191,Forecast
887,2025-06-06,PLT-AL1,,CUST-003,FS6-450W,173,Forecast
888,2025-06-09,PLT-AL1,,CUST-003,FS6-450W,167,Forecast
889,2025-06-10,PLT-AL1,,CUST-003,FS6-450W,170,Forecast
890,2025-06-11,PLT-AL1,,CUST-003,FS6-450W,177,Forecast
891,2025-06-12,PLT-AL1,,CUST-003,FS6-450W,191,Forecast
892,2025-06-13,PLT-AL1,,CUST-003,FS6-450W,161,Forecast
893,2025-06-16,PLT-AL1,,CUST-003,FS6-450W,151,Forecast
894,2025-06-17,PLT-AL1,,CUST-003,FS6-450W,183,Forecast
895,2025-06-18,PLT-AL1,,CUST-003,FS6-450W,165,Forecast
896,2025-06-19,PLT-AL1,,CUST-003,FS6-450W,181,Forecast
897,2025-06-20,PLT-AL1,,CUST-003,FS6-450W,176,Forecast
898,2025-06-23,PLT-AL1,,CUST-003,FS6-450W,182,Forecast
899,2025-06-24,PLT-AL1,,CUST-003,FS6-450W,181,Forecast
900,2025-06-25,PLT-AL1,,CUST-003,FS6-450W,164,Forecast
901,2025-06-26,PLT-AL1,,CUST-003,FS6-450W,152,Forecast
902,2025-06-27,PLT-AL1,,CUST-003,FS6-450W,173,Forecast
903,2025-06-30,PLT-AL1,,CUST-003,FS6-450W,184,Forecast
904,2025-01-01,PLT-AL1,,CUST-004,FS6-450W,311,Customer Order
905,2025-01-02,PLT-AL1,,CUST-004,FS6-450W,360,Customer Order
906,2025-01-03,PLT-AL1,,CUST-004,FS6-450W,334,Customer Order
907,2025-01-06,PLT-AL1,,CUST-004,FS6-450W,353,Customer Order
908,2025-01-07,PLT-AL1,,CUST-004,FS6-450W,348,Customer Order
909,2025-01-08,PLT-AL1,,CUST-004,FS6-450W,363,Customer Order
910,2025-01-09,PLT-AL1,,CUST-004,FS6-450W,302,Customer Order
911,2025-01-10,PLT-AL1,,CUST-004,FS6-450W,360,Customer Order
912,2025-01-13,PLT-AL1,,CUST-004,FS6-450W,334,Customer Order
913,2025-01-14,PLT-AL1,,CUST-004,FS6-450W,321,Customer Order
914,2025-01-15,PLT-AL1,,CUST-004,FS6-450W,300,Customer Order
915,2025-01-16,PLT-AL1,,CUST-004,FS6-450W,313,Customer Order
916,2025-01-17,PLT-AL1,,CUST-004,FS6-450W,300,Customer Order
917,2025-01-20,PLT-AL1,,CUST-004,FS6-450W,372,Customer Order
918,2025-01-21,PLT-AL1,,CUST-004,FS6-450W,339,Customer Order
919,2025-01-22,PLT-AL1,,CUST-004,FS6-450W,377,Customer Order
920,2025-01-23,PLT-AL1,,CUST-004,FS6-450W,341,Customer Order
921,2025-01-24,PLT-AL1,,CUST-004,FS6-450W,317,Customer Order
922,2025-01-27,PLT-AL1,,CUST-004,FS6-450W,358,Customer Order
923,2025-01-28,PLT-AL1,,CUST-004,FS6-450W,312,Customer Order
924,2025-01-29,PLT-AL1,,CUST-004,FS6-450W,326,Customer Order
925,2025-01-30,PLT-AL1,,CUST-004,FS6-450W,360,Customer Order
926,2025-01-31,PLT-AL1,,CUST-004,FS6-450W,367,Customer Order
927,2025-02-03,PLT-AL1,,CUST-004,FS6-450W,338,Customer Order
928,2025-02-04,PLT-AL1,,CUST-004,FS6-450W,320,Customer Order
929,2025-02-05,PLT-AL1,,CUST-004,FS6-450W,341,Customer Order
930,2025-02-06,PLT-AL1,,CUST-004,FS6-450W,385,Customer Order
931,2025-02-07,PLT-AL1,,CUST-004,FS6-450W,372,Customer Order
932,2025-02-10,PLT-AL1,,CUST-004,FS6-450W,385,Customer Order
933,2025-02-11,PLT-AL1,,CUST-004,FS6-450W,342,Customer Order
934,2025-02-12,PLT-AL1,,CUST-004,FS6-450W,392,Customer Order
935,2025-02-13,PLT-AL1,,CUST-004,FS6-450W,352,Customer Order
936,2025-02-14,PLT-AL1,,CUST-004,FS6-450W,352,Customer Order
937,2025-02-17,PLT-AL1,,CUST-004,FS6-450W,388,Customer Order
938,2025-02-18,PLT-AL1,,CUST-004,FS6-450W,353,Customer Order
939,2025-02-19,PLT-AL1,,CUST-004,FS6-450W,377,Customer Order
940,2025-02-20,PLT-AL1,,CUST-004,FS6-450W,371,Customer Order
941,2025-02-21,PLT-AL1,,CUST-004,FS6-450W,316,Customer Order
942,2025-02-24,PLT-AL1,,CUST-004,FS6-450W,360,Customer Order
943,2025-02-25,PLT-AL1,,CUST-004,FS6-450W,379,Customer Order
944,2025-02-26,PLT-AL1,,CUST-004,FS6-450W,356,Customer Order
945,2025-02-27,PLT-AL1,,CUST-004,FS6-450W,337,Customer Order
946,2025-02-28,PLT-AL1,,CUST-004,FS6-450W,316,Customer Order
947,2025-03-03,PLT-AL1,,CUST-004,FS6-450W,377,Customer Order
948,2025-03-04,PLT-AL1,,CUST-004,FS6-450W,346,Customer Order
949,2025-03-05,PLT-AL1,,CUST-004,FS6-450W,372,Customer Order
950,2025-03-06,PLT-AL1,,CUST-004,FS6-450W,356,Customer Order
951,2025-03-07,PLT-AL1,,CUST-004,FS6-450W,379,Customer Order
952,2025-03-10,PLT-AL1,,CUST-004,FS6-450W,350,Customer Order
953,2025-03-11,PLT-AL1,,CUST-004,FS6-450W,323,Customer Order
954,2025-03-12,PLT-AL1,,CUST-004,FS6-450W,395,Customer Order
955,2025-03-13,PLT-AL1,,CUST-004,FS6-450W,350,Customer Order
956,2025-03-14,PLT-AL1,,CUST-004,FS6-450W,406,Customer Order
957,2025-03-17,PLT-AL1,,CUST-004,FS6-450W,343,Customer Order
958,2025-03-18,PLT-AL1,,CUST-004,FS6-450W,404,Customer Order
959,2025-03-19,PLT-AL1,,CUST-004,FS6-450W,402,Customer Order
960,2025-03-20,PLT-AL1,,CUST-004,FS6-450W,326,Customer Order
961,2025-03-21,PLT-AL1,,CUST-004,FS6-450W,375,Customer Order
962,2025-03-24,PLT-AL1,,CUST-004,FS6-450W,351,Customer Order
963,2025-03-25,PLT-AL1,,CUST-004,FS6-450W,389,Customer Order
964,2025-03-26,PLT-AL1,,CUST-004,FS6-450W,378,Customer Order
965,2025-03-27,PLT-AL1,,CUST-004,FS6-450W,402,Customer Order
966,2025-03-28,PLT-AL1,,CUST-004,FS6-450W,332,Customer Order
967,2025-03-31,PLT-AL1,,CUST-004,FS6-450W,372,Customer Order
968,2025-04-01,PLT-AL1,,CUST-004,FS6-450W,426,Customer Order
969,2025-04-02,PLT-AL1,,CUST-004,FS6-450W,354,Forecast
970,2025-04-03,PLT-AL1,,CUST-004,FS6-450W,358,Forecast
971,2025-04-04,PLT-AL1,,CUST-004,FS6-450W,426,Forecast
972,2025-04-07,PLT-AL1,,CUST-004,FS6-450W,386,Forecast
973,2025-04-08,PLT-AL1,,CUST-004,FS6-450W,388,Forecast
974,2025-04-09,PLT-AL1,,CUST-004,FS6-450W,405,Forecast
975,2025-04-10,PLT-AL1,,CUST-004,FS6-450W,409,Forecast
976,2025-04-11,PLT-AL1,,CUST-004,FS6-450W,416,Forecast
977,2025-04-14,PLT-AL1,,CUST-004,FS6-450W,442,Forecast
978,2025-04-15,PLT-AL1,,CUST-004,FS6-450W,387,Forecast
979,2025-04-16,PLT-AL1,,CUST-004,FS6-450W,424,Forecast
980,2025-04-17,PLT-AL1,,CUST-004,FS6-450W,406,Forecast
981,2025-04-18,PLT-AL1,,CUST-004,FS6-450W,402,Forecast
982,2025-04-21,PLT-AL1,,CUST-004,FS6-450W,389,Forecast
983,2025-04-22,PLT-AL1,,CUST-004,FS6-450W,413,Forecast
984,2025-04-23,PLT-AL1,,CUST-004,FS6-450W,375,Forecast
985,2025-04-24,PLT-AL1,,CUST-004,FS6-450W,362,Forecast
986,2025-04-25,PLT-AL1,,CUST-004,FS6-450W,422,Forecast
987,2025-04-28,PLT-AL1,,CUST-004,FS6-450W,399,Forecast
988,2025-04-29,PLT-AL1,,CUST-004,FS6-450W,388,Forecast
989,2025-04-30,PLT-AL1,,CUST-004,FS6-450W,405,Forecast
990,2025-05-01,PLT-AL1,,CUST-004,FS6-450W,376,Forecast
991,2025-05-02,PLT-AL1,,CUST-004,FS6-450W,376,Forecast
992,2025-05-05,PLT-AL1,,CUST-004,FS6-450W,394,Forecast
993,2025-05-06,PLT-AL1,,CUST-004,FS6-450W,447,Forecast
994,2025-05-07,PLT-AL1,,CUST-004,FS6-450W,378,Forecast
995,2025-05-08,PLT-AL1,,CUST-004,FS6-450W,439,Forecast
996,2025-05-09,PLT-AL1,,CUST-004,FS6-450W,398,Forecast
997,2025-05-12,PLT-AL1,,CUST-004,FS6-450W,363,Forecast
998,2025-05-13,PLT-AL1,,CUST-004,FS6-450W,433,Forecast
999,2025-05-14,PLT-AL1,,CUST-004,FS6-450W,394,Forecast
1000,2025-05-15,PLT-AL1,,CUST-004,FS6-450W,437,Forecast
1001,2025-05-16,PLT-AL1,,CUST-004,FS6-450W,394,Forecast
1002,2025-05-19,PLT-AL1,,CUST-004,FS6-450W,360,Forecast
1003,2025-05-20,PLT-AL1,,CUST-004,FS6-450W,416,Forecast
1004,2025-05-21,PLT-AL1,,CUST-004,FS6-450W,432,Forecast
1005,2025-05-22,PLT-AL1,,CUST-004,FS6-450W,382,Forecast
1006,2025-05-23,PLT-AL1,,CUST-004,FS6-450W,384,Forecast
1007,2025-05-26,PLT-AL1,,CUST-004,FS6-450W,357,Forecast
1008,2025-05-27,PLT-AL1,,CUST-004,FS6-450W,403,Forecast
1009,2025-05-28,PLT-AL1,,CUST-004,FS6-450W,436,Forecast
1010,2025-05-29,PLT-AL1,,CUST-004,FS6-450W,433,Forecast
1011,2025-05-30,PLT-AL1,,CUST-004,FS6-450W,419,Forecast
1012,2025-06-02,PLT-AL1,,CUST-004,FS6-450W,416,Forecast
1013,2025-06-03,PLT-AL1,,CUST-004,FS6-450W,390,Forecast
1014,2025-06-04,PLT-AL1,,CUST-004,FS6-450W,404,Forecast
1015,2025-06-05,PLT-AL1,,CUST-004,FS6-450W,378,Forecast
1016,2025-06-06,PLT-AL1,,CUST-004,FS6-450W,343,Forecast
1017,2025-06-09,PLT-AL1,,CUST-004,FS6-450W,350,Forecast
1018,2025-06-10,PLT-AL1,,CUST-004,FS6-450W,345,Forecast
1019,2025-06-11,PLT-AL1,,CUST-004,FS6-450W,404,Forecast
1020,2025-06-12,PLT-AL1,,CUST-004,FS6-450W,334,Forecast
1021,2025-06-13,PLT-AL1,,CUST-004,FS6-450W,382,Forecast
1022,2025-06-16,PLT-AL1,,CUST-004,FS6-450W,365,Forecast
1023,2025-06-17,PLT-AL1,,CUST-004,FS6-450W,405,Forecast
1024,2025-06-18,PLT-AL1,,CUST-004,FS6-450W,382,Forecast
1025,2025-06-19,PLT-AL1,,CUST-004,FS6-450W,387,Forecast
1026,2025-06-20,PLT-AL1,,CUST-004,FS6-450W,340,Forecast
1027,2025-06-23,PLT-AL1,,CUST-004,FS6-450W,360,Forecast
1028,2025-06-24,PLT-AL1,,CUST-004,FS6-450W,422,Forecast
1029,2025-06-25,PLT-AL1,,CUST-004,FS6-450W,397,Forecast
1030,2025-06-26,PLT-AL1,,CUST-004,FS6-450W,380,Forecast
1031,2025-06-27,PLT-AL1,,CUST-004,FS6-450W,402,Forecast
1032,2025-06-30,PLT-AL1,,CUST-004,FS6-450W,406,Forecast
1033,2025-01-01,PLT-OH1,,CUST-005,FS7-500W,255,Customer Order
1034,2025-01-02,PLT-OH1,,CUST-005,FS7-500W,316,Customer Order
1035,2025-01-03,PLT-OH1,,CUST-005,FS7-500W,294,Customer Order
1036,2025-01-06,PLT-OH1,,CUST-005,FS7-500W,281,Customer Order
1037,2025-01-07,PLT-OH1,,CUST-005,FS7-500W,296,Customer Order
1038,2025-01-08,PLT-OH1,,CUST-005,FS7-500W,274,Customer Order
1039,2025-01-09,PLT-OH1,,CUST-005,FS7-500W,310,Customer Order
1040,2025-01-10,PLT-OH1,,CUST-005,FS7-500W,303,Customer Order
1041,2025-01-13,PLT-OH1,,CUST-005,FS7-500W,294,Customer Order
1042,2025-01-14,PLT-OH1,,CUST-005,FS7-500W,262,Customer Order
1043,2025-01-15,PLT-OH1,,CUST-005,FS7-500W,316,Customer Order
1044,2025-01-16,PLT-OH1,,CUST-005,FS7-500W,280,Customer Order
1045,2025-01-17,PLT-OH1,,CUST-005,FS7-500W,312,Customer Order
1046,2025-01-20,PLT-OH1,,CUST-005,FS7-500W,254,Customer Order
1047,2025-01-21,PLT-OH1,,CUST-005,FS7-500W,259,Customer Order
1048,2025-01-22,PLT-OH1,,CUST-005,FS7-500W,261,Customer Order
1049,2025-01-23,PLT-OH1,,CUST-005,FS7-500W,261,Customer Order
1050,2025-01-24,PLT-OH1,,CUST-005,FS7-500W,272,Customer Order
1051,2025-01-27,PLT-OH1,,CUST-005,FS7-500W,298,Customer Order
1052,2025-01-28,PLT-OH1,,CUST-005,FS7-500W,274,Customer Order
1053,2025-01-29,PLT-OH1,,CUST-005,FS7-500W,314,Customer Order
1054,2025-01-30,PLT-OH1,,CUST-005,FS7-500W,311,Customer Order
1055,2025-01-31,PLT-OH1,,CUST-005,FS7-500W,308,Customer Order
1056,2025-02-03,PLT-OH1,,CUST-005,FS7-500W,279,Customer Order
1057,2025-02-04,PLT-OH1,,CUST-005,FS7-500W,306,Customer Order
1058,2025-02-05,PLT-OH1,,CUST-005,FS7-500W,300,Customer Order
1059,2025-02-06,PLT-OH1,,CUST-005,FS7-500W,270,Customer Order
1060,2025-02-07,PLT-OH1,,CUST-005,FS7-500W,282,Customer Order
1061,2025-02-10,PLT-OH1,,CUST-005,FS7-500W,299,Customer Order
1062,2025-02-11,PLT-OH1,,CUST-005,FS7-500W,297,Customer Order
1063,2025-02-12,PLT-OH1,,CUST-005,FS7-500W,273,Customer Order
1064,2025-02-13,PLT-OH1,,CUST-005,FS7-500W,328,Customer Order
1065,2025-02-14,PLT-OH1,,CUST-005,FS7-500W,272,Customer Order
1066,2025-02-17,PLT-OH1,,CUST-005,FS7-500W,308,Customer Order
1067,2025-02-18,PLT-OH1,,CUST-005,FS7-500W,312,Customer Order
1068,2025-02-19,PLT-OH1,,CUST-005,FS7-500W,304,Customer Order
1069,2025-02-20,PLT-OH1,,CUST-005,FS7-500W,321,Customer Order
1070,2025-02-21,PLT-OH1,,CUST-005,FS7-500W,301,Customer Order
1071,2025-02-24,PLT-OH1,,CUST-005,FS7-500W,320,Customer Order
1072,2025-02-25,PLT-OH1,,CUST-005,FS7-500W,263,Customer Order
1073,2025-02-26,PLT-OH1,,CUST-005,FS7-500W,264,Customer Order
1074,2025-02-27,PLT-OH1,,CUST-005,FS7-500W,306,Customer Order
1075,2025-02-28,PLT-OH1,,CUST-005,FS7-500W,302,Customer Order
1076,2025-03-03,PLT-OH1,,CUST-005,FS7-500W,317,Customer Order
1077,2025-03-04,PLT-OH1,,CUST-005,FS7-500W,325,Customer Order
1078,2025-03-05,PLT-OH1,,CUST-005,FS7-500W,299,Customer Order
1079,2025-03-06,PLT-OH1,,CUST-005,FS7-500W,316,Customer Order
1080,2025-03-07,PLT-OH1,,CUST-005,FS7-500W,305,Customer Order
1081,2025-03-10,PLT-OH1,,CUST-005,FS7-500W,315,Customer Order
1082,2025-03-11,PLT-OH1,,CUST-005,FS7-500W,290,Customer Order
1083,2025-03-12,PLT-OH1,,CUST-005,FS7-500W,339,Customer Order
1084,2025-03-13,PLT-OH1,,CUST-005,FS7-500W,304,Customer Order
1085,2025-03-14,PLT-OH1,,CUST-005,FS7-500W,328,Customer Order
1086,2025-03-17,PLT-OH1,,CUST-005,FS7-500W,319,Customer Order
1087,2025-03-18,PLT-OH1,,CUST-005,FS7-500W,291,Customer Order
1088,2025-03-19,PLT-OH1,,CUST-005,FS7-500W,274,Customer Order
1089,2025-03-20,PLT-OH1,,CUST-005,FS7-500W,273,Customer Order
1090,2025-03-21,PLT-OH1,,CUST-005,FS7-500W,301,Customer Order
1091,2025-03-24,PLT-OH1,,CUST-005,FS7-500W,304,Customer Order
1092,2025-03-25,PLT-OH1,,CUST-005,FS7-500W,284,Customer Order
1093,2025-03-26,PLT-OH1,,CUST-005,FS7-500W,313,Customer Order
1094,2025-03-27,PLT-OH1,,CUST-005,FS7-500W,292,Customer Order
1095,2025-03-28,PLT-OH1,,CUST-005,FS7-500W,322,Customer Order
1096,2025-03-31,PLT-OH1,,CUST-005,FS7-500W,323,Customer Order
1097,2025-04-01,PLT-OH1,,CUST-005,FS7-500W,365,Customer Order
1098,2025-04-02,PLT-OH1,,CUST-005,FS7-500W,374,Forecast
1099,2025-04-03,PLT-OH1,,CUST-005,FS7-500W,306,Forecast
1100,2025-04-04,PLT-OH1,,CUST-005,FS7-500W,326,Forecast
1101,2025-04-07,PLT-OH1,,CUST-005,FS7-500W,341,Forecast
1102,2025-04-08,PLT-OH1,,CUST-005,FS7-500W,322,Forecast
1103,2025-04-09,PLT-OH1,,CUST-005,FS7-500W,333,Forecast
1104,2025-04-10,PLT-OH1,,CUST-005,FS7-500W,317,Forecast
1105,2025-04-11,PLT-OH1,,CUST-005,FS7-500W,316,Forecast
1106,2025-04-14,PLT-OH1,,CUST-005,FS7-500W,304,Forecast
1107,2025-04-15,PLT-OH1,,CUST-005,FS7-500W,319,Forecast
1108,2025-04-16,PLT-OH1,,CUST-005,FS7-500W,327,Forecast
1109,2025-04-17,PLT-OH1,,CUST-005,FS7-500W,345,Forecast
1110,2025-04-18,PLT-OH1,,CUST-005,FS7-500W,316,Forecast
1111,2025-04-21,PLT-OH1,,CUST-005,FS7-500W,366,Forecast
1112,2025-04-22,PLT-OH1,,CUST-005,FS7-500W,309,Forecast
1113,2025-04-23,PLT-OH1,,CUST-005,FS7-500W,322,Forecast
1114,2025-04-24,PLT-OH1,,CUST-005,FS7-500W,342,Forecast
1115,2025-04-25,PLT-OH1,,CUST-005,FS7-500W,321,Forecast
1116,2025-04-28,PLT-OH1,,CUST-005,FS7-500W,357,Forecast
1117,2025-04-29,PLT-OH1,,CUST-005,FS7-500W,336,Forecast
1118,2025-04-30,PLT-OH1,,CUST-005,FS7-500W,337,Forecast
1119,2025-05-01,PLT-OH1,,CUST-005,FS7-500W,336,Forecast
1120,2025-05-02,PLT-OH1,,CUST-005,FS7-500W,321,Forecast
1121,2025-05-05,PLT-OH1,,CUST-005,FS7-500W,298,Forecast
1122,2025-05-06,PLT-OH1,,CUST-005,FS7-500W,372,Forecast
1123,2025-05-07,PLT-OH1,,CUST-005,FS7-500W,337,Forecast
1124,2025-05-08,PLT-OH1,,CUST-005,FS7-500W,374,Forecast
1125,2025-05-09,PLT-OH1,,CUST-005,FS7-500W,313,Forecast
1126,2025-05-12,PLT-OH1,,CUST-005,FS7-500W,324,Forecast
1127,2025-05-13,PLT-OH1,,CUST-005,FS7-500W,300,Forecast
1128,2025-05-14,PLT-OH1,,CUST-005,FS7-500W,336,Forecast
1129,2025-05-15,PLT-OH1,,CUST-005,FS7-500W,367,Forecast
1130,2025-05-16,PLT-OH1,,CUST-005,FS7-500W,349,Forecast
1131,2025-05-19,PLT-OH1,,CUST-005,FS7-500W,334,Forecast
