po_id,po_date,plant_id,supplier_id,material_id,ordered_qty,unit_price,po_value,requested_delivery_date,expected_delivery_date,actual_delivery_date,po_status,is_rush,expediting_cost
PO-000190,2025-05-15,PLT-OH1,SUP-018,MAT-021,192599,0.2821,54332.1779,2025-06-13,2025-06-13,,Open,False,0.0
PO-000191,2025-06-02,PLT-OH1,SUP-018,MAT-021,184030,0.2821,51914.863,2025-07-01,2025-07-02,,Open,True,3490.5245
PO-000192,2025-06-16,PLT-OH1,SUP-018,MAT-021,161473,0.2821,45551.5333,2025-07-15,2025-07-16,,Open,False,0.0
PO-000193,2025-01-01,PLT-OH1,SUP-012,MAT-022,847,94.6936,80205.4792,2025-01-30,2025-01-10,2025-02-07,Received,True,4339.4126
PO-000194,2025-01-15,PLT-OH1,SUP-012,MAT-022,851,94.6936,80584.2536,2025-02-13,2025-02-17,2025-02-13,Received,False,0.0
PO-000195,2025-02-03,PLT-OH1,SUP-012,MAT-022,685,94.6936,64865.116,2025-03-04,2025-03-06,2025-03-04,Received,False,0.0
PO-000196,2025-02-17,PLT-OH1,SUP-012,MAT-022,875,94.6936,82856.9,2025-03-18,2025-03-22,2025-03-18,Received,False,0.0
PO-000197,2025-03-03,PLT-OH1,SUP-012,MAT-022,754,94.6936,71398.9744,2025-04-01,2025-04-03,2025-04-01,Received,False,0.0
PO-000198,2025-03-17,PLT-OH1,SUP-012,MAT-022,693,94.6936,65622.6648,2025-04-15,2025-04-18,,In Transit,False,0.0
PO-000199,2025-04-01,PLT-OH1,SUP-012,MAT-022,756,94.6936,71588.3616,2025-04-30,2025-04-30,,In Transit,False,0.0
PO-000200,2025-04-15,PLT-OH1,SUP-012,MAT-022,776,94.6936,73482.2336,2025-05-14,2025-05-17,,Open,False,0.0
PO-000201,2025-05-01,PLT-OH1,SUP-012,MAT-022,804,94.6936,76133.6544,2025-05-30,2025-06-01,,Open,False,0.0
PO-000202,2025-05-15,PLT-OH1,SUP-012,MAT-022,842,94.6936,79732.0112,2025-06-13,2025-06-17,,Open,False,0.0
PO-000203,2025-06-02,PLT-OH1,SUP-012,MAT-022,856,94.6936,81057.7216,2025-07-01,2025-07-01,,Open,False,0.0
PO-000204,2025-06-16,PLT-OH1,SUP-012,MAT-022,733,94.6936,69410.4088,2025-07-15,2025-07-19,,Open,False,0.0
PO-000205,2025-01-01,PLT-OH1,SUP-011,MAT-023,1478,155.1778,229352.7884,2025-01-24,2025-01-26,2025-01-24,Received,False,0.0
PO-000206,2025-01-15,PLT-OH1,SUP-011,MAT-023,1253,155.1778,194437.7834,2025-02-07,2025-02-08,2025-02-07,Received,False,0.0
PO-000207,2025-02-03,PLT-OH1,SUP-011,MAT-023,1663,155.1778,258060.6814,2025-02-26,2025-02-10,2025-02-26,Received,True,27813.1604
PO-000208,2025-02-17,PLT-OH1,SUP-011,MAT-023,1564,155.1778,242698.0792,2025-03-12,2025-03-13,2025-03-12,Received,False,0.0
PO-000209,2025-03-03,PLT-OH1,SUP-011,MAT-023,1539,155.1778,238818.6342,2025-03-26,2025-03-10,2025-03-26,Received,True,15526.6792
PO-000210,2025-03-17,PLT-OH1,SUP-011,MAT-023,1322,155.1778,205145.0516,2025-04-09,2025-04-09,,In Transit,False,0.0
PO-000211,2025-04-01,PLT-OH1,SUP-011,MAT-023,1553,155.1778,240991.1234,2025-04-24,2025-04-26,,In Transit,False,0.0
PO-000212,2025-04-15,PLT-OH1,SUP-011,MAT-023,1509,155.1778,234163.3002,2025-05-08,2025-05-10,,Open,True,17961.3112
PO-000213,2025-05-01,PLT-OH1,SUP-011,MAT-023,1292,155.1778,200489.7176,2025-05-24,2025-05-24,,Open,False,0.0
PO-000214,2025-05-15,PLT-OH1,SUP-011,MAT-023,1530,155.1778,237422.034,2025-06-07,2025-06-08,,Open,False,0.0
PO-000215,2025-06-02,PLT-OH1,SUP-011,MAT-023,1672,155.1778,259457.2816,2025-06-25,2025-06-25,,Open,False,0.0
PO-000216,2025-06-16,PLT-OH1,SUP-011,MAT-023,1404,155.1778,217869.6312,2025-07-09,2025-07-09,,Open,False,0.0
PO-000217,2025-01-01,PLT-OH1,SUP-011,MAT-024,175,65.9198,11535.965,2025-01-24,2025-01-25,2025-01-24,Received,False,0.0
PO-000218,2025-01-15,PLT-OH1,SUP-011,MAT-024,217,65.9198,14304.5966,2025-02-07,2025-02-09,2025-02-07,Received,False,0.0
PO-000219,2025-02-03,PLT-OH1,SUP-011,MAT-024,184,65.9198,12129.2432,2025-02-26,2025-02-27,2025-02-26,Received,False,0.0
PO-000220,2025-02-17,PLT-OH1,SUP-011,MAT-024,189,65.9198,12458.8422,2025-03-12,2025-02-24,2025-03-12,Received,True,1341.18
PO-000221,2025-03-03,PLT-OH1,SUP-011,MAT-024,215,65.9198,14172.757,2025-03-26,2025-03-27,2025-03-26,Received,False,0.0
PO-000222,2025-03-17,PLT-OH1,SUP-011,MAT-024,200,65.9198,13183.96,2025-04-09,2025-04-09,,In Transit,False,0.0
PO-000223,2025-04-01,PLT-OH1,SUP-011,MAT-024,206,65.9198,13579.4788,2025-04-24,2025-04-26,,In Transit,False,0.0
PO-000224,2025-04-15,PLT-OH1,SUP-011,MAT-024,178,65.9198,11733.7244,2025-05-08,2025-05-08,,Open,False,0.0
PO-000225,2025-05-01,PLT-OH1,SUP-011,MAT-024,175,65.9198,11535.965,2025-05-24,2025-05-24,,Open,False,0.0
PO-000226,2025-05-15,PLT-OH1,SUP-011,MAT-024,176,65.9198,11601.8848,2025-06-07,2025-06-09,,Open,False,0.0
PO-000227,2025-06-02,PLT-OH1,SUP-011,MAT-024,180,65.9198,11865.564,2025-06-25,2025-06-27,,Open,False,0.0
PO-000228,2025-06-16,PLT-OH1,SUP-011,MAT-024,189,65.9198,12458.8422,2025-07-09,2025-07-10,,Open,False,0.0
PO-000229,2025-01-01,PLT-OH1,SUP-012,MAT-038,323,190.4716,61522.3268,2025-02-11,2025-02-14,2025-02-11,Received,False,0.0
PO-000230,2025-01-15,PLT-OH1,SUP-012,MAT-038,320,190.4716,60950.912,2025-02-25,2025-03-03,2025-03-06,Received,False,0.0
PO-000231,2025-02-03,PLT-OH1,SUP-012,MAT-038,292,190.4716,55617.7072,2025-03-16,2025-03-19,2025-03-24,Received,False,0.0
PO-000232,2025-02-17,PLT-OH1,SUP-012,MAT-038,258,190.4716,49141.6728,2025-03-30,2025-03-31,2025-03-30,Received,False,0.0
PO-000233,2025-03-03,PLT-OH1,SUP-012,MAT-038,255,190.4716,48570.258,2025-04-13,2025-04-14,,In Transit,False,0.0
PO-000234,2025-03-17,PLT-OH1,SUP-012,MAT-038,286,190.4716,54474.8776,2025-04-27,2025-04-28,,In Transit,False,0.0
PO-000235,2025-04-01,PLT-OH1,SUP-012,MAT-038,287,190.4716,54665.3492,2025-05-12,2025-05-16,,In Transit,False,0.0
PO-000236,2025-04-15,PLT-OH1,SUP-012,MAT-038,315,190.4716,59998.554,2025-05-26,2025-05-27,,Open,False,0.0
PO-000237,2025-05-01,PLT-OH1,SUP-012,MAT-038,312,190.4716,59427.1392,2025-06-11,2025-06-12,,Open,True,3030.4739
PO-000238,2025-05-15,PLT-OH1,SUP-012,MAT-038,278,190.4716,52951.1048,2025-06-25,2025-06-26,,Open,False,0.0
PO-000239,2025-06-02,PLT-OH1,SUP-012,MAT-038,279,190.4716,53141.5764,2025-07-13,2025-07-18,,Open,False,0.0
PO-000240,2025-06-16,PLT-OH1,SUP-012,MAT-038,253,190.4716,48189.3148,2025-07-27,2025-07-29,,Open,False,0.0
PO-000241,2025-01-01,PLT-OH1,SUP-012,MAT-039,195,215.4664,42015.948,2025-02-11,2025-02-13,2025-02-11,Received,False,0.0
PO-000242,2025-01-15,PLT-OH1,SUP-012,MAT-039,204,215.4664,43955.1456,2025-02-25,2025-02-25,2025-02-25,Received,False,0.0
PO-000243,2025-02-03,PLT-OH1,SUP-012,MAT-039,215,215.4664,46325.276,2025-03-16,2025-03-17,2025-03-16,Received,False,0.0
PO-000244,2025-02-17,PLT-OH1,SUP-012,MAT-039,174,215.4664,37491.1536,2025-03-30,2025-03-30,2025-03-30,Received,False,0.0
PO-000245,2025-03-03,PLT-OH1,SUP-012,MAT-039,189,215.4664,40723.1496,2025-04-13,2025-04-14,,In Transit,False,0.0
PO-000246,2025-03-17,PLT-OH1,SUP-012,MAT-039,208,215.4664,44817.0112,2025-04-27,2025-04-28,,In Transit,False,0.0
PO-000247,2025-04-01,PLT-OH1,SUP-012,MAT-039,218,215.4664,46971.6752,2025-05-12,2025-05-15,,In Transit,False,0.0
PO-000248,2025-04-15,PLT-OH1,SUP-012,MAT-039,166,215.4664,35767.4224,2025-05-26,2025-05-30,,Open,True,2758.6307
PO-000249,2025-05-01,PLT-OH1,SUP-012,MAT-039,172,215.4664,37060.2208,2025-06-11,2025-06-11,,Open,False,0.0
PO-000250,2025-05-15,PLT-OH1,SUP-012,MAT-039,198,215.4664,42662.3472,2025-06-25,2025-06-28,,Open,True,4070.8576
PO-000251,2025-06-02,PLT-OH1,SUP-012,MAT-039,220,215.4664,47402.608,2025-07-13,2025-07-15,,Open,False,0.0
PO-000252,2025-06-16,PLT-OH1,SUP-012,MAT-039,205,215.4664,44170.612,2025-07-27,2025-07-28,,Open,False,0.0
PO-000253,2025-01-01,PLT-OH1,SUP-012,MAT-040,51326,28.2344,1449158.8144,2025-02-11,2025-02-18,2025-02-11,Received,False,0.0
PO-000254,2025-01-15,PLT-OH1,SUP-012,MAT-040,48352,28.2344,1365189.7088,2025-02-25,2025-03-02,2025-02-25,Received,False,0.0
PO-000255,2025-02-03,PLT-OH1,SUP-012,MAT-040,44626,28.2344,1259988.3344,2025-03-16,2025-03-22,2025-03-16,Received,False,0.0
PO-000256,2025-02-17,PLT-OH1,SUP-012,MAT-040,55943,28.2344,1579517.0392,2025-03-30,2025-03-30,2025-03-30,Received,False,0.0
PO-000257,2025-03-03,PLT-OH1,SUP-012,MAT-040,47660,28.2344,1345651.504,2025-04-13,2025-04-20,,In Transit,False,0.0
PO-000258,2025-03-17,PLT-OH1,SUP-012,MAT-040,47348,28.2344,1336842.3712,2025-04-27,2025-05-03,,In Transit,False,0.0
PO-000259,2025-04-01,PLT-OH1,SUP-012,MAT-040,43183,28.2344,1219246.0952,2025-05-12,2025-05-18,,In Transit,False,0.0
PO-000260,2025-04-15,PLT-OH1,SUP-012,MAT-040,47506,28.2344,1341303.4064,2025-05-26,2025-06-02,,Open,False,0.0
PO-000261,2025-05-01,PLT-OH1,SUP-012,MAT-040,47838,28.2344,1350677.2272,2025-06-11,2025-06-16,,Open,False,0.0
PO-000262,2025-05-15,PLT-OH1,SUP-012,MAT-040,46289,28.2344,1306942.1416,2025-06-25,2025-06-27,,Open,False,0.0
PO-000263,2025-06-02,PLT-OH1,SUP-012,MAT-040,51916,28.2344,1465817.1104,2025-07-13,2025-07-16,,Open,False,0.0
PO-000264,2025-06-16,PLT-OH1,SUP-012,MAT-040,51760,28.2344,1461412.544,2025-07-27,2025-08-05,,Open,False,0.0
PO-000265,2025-01-01,PLT-OH1,SUP-019,MAT-047,93326,3.3812,315553.8712,2025-01-14,2025-01-15,2025-01-14,Received,False,0.0
PO-000266,2025-01-15,PLT-OH1,SUP-019,MAT-047,93659,3.3812,316679.8108,2025-01-28,2025-01-29,2025-01-28,Received,False,0.0
PO-000267,2025-02-03,PLT-OH1,SUP-019,MAT-047,85888,3.3812,290404.5056,2025-02-16,2025-02-18,2025-02-16,Received,False,0.0
PO-000268,2025-02-17,PLT-OH1,SUP-019,MAT-047,94748,3.3812,320361.9376,2025-03-02,2025-03-02,2025-03-02,Received,False,0.0
PO-000269,2025-03-03,PLT-OH1,SUP-019,MAT-047,101974,3.3812,344794.4888,2025-03-16,2025-03-17,2025-03-16,Received,False,0.0
PO-000270,2025-03-17,PLT-OH1,SUP-019,MAT-047,83412,3.3812,282032.6544,2025-03-30,2025-03-30,2025-03-30,Received,False,0.0
PO-000271,2025-04-01,PLT-OH1,SUP-019,MAT-047,90696,3.3812,306661.3152,2025-04-14,2025-04-14,,In Transit,False,0.0
PO-000272,2025-04-15,PLT-OH1,SUP-019,MAT-047,101437,3.3812,342978.7844,2025-04-28,2025-04-28,,Open,False,0.0
PO-000273,2025-05-01,PLT-OH1,SUP-019,MAT-047,87116,3.3812,294556.6192,2025-05-14,2025-05-14,,Open,False,0.0
PO-000274,2025-05-15,PLT-OH1,SUP-019,MAT-047,108058,3.3812,365365.7096,2025-05-28,2025-05-29,,Open,False,0.0
PO-000275,2025-06-02,PLT-OH1,SUP-019,MAT-047,91948,3.3812,310894.5776,2025-06-15,2025-06-17,,Open,False,0.0
PO-000276,2025-06-16,PLT-OH1,SUP-019,MAT-047,98206,3.3812,332054.1272,2025-06-29,2025-06-29,,Open,False,0.0
PO-000277,2025-01-01,PLT-OH1,SUP-019,MAT-048,102457,1.9031,194985.9167,2025-01-14,2025-01-14,2025-01-14,Received,False,0.0
PO-000278,2025-01-15,PLT-OH1,SUP-019,MAT-048,109580,1.9031,208541.698,2025-01-28,2025-01-28,2025-01-28,Received,False,0.0
PO-000279,2025-02-03,PLT-OH1,SUP-019,MAT-048,91863,1.9031,174824.4753,2025-02-16,2025-02-16,2025-02-16,Received,False,0.0
PO-000280,2025-02-17,PLT-OH1,SUP-019,MAT-048,110683,1.9031,210640.8173,2025-03-02,2025-03-04,2025-03-02,Received,False,0.0
PO-000281,2025-03-03,PLT-OH1,SUP-019,MAT-048,109261,1.9031,207934.6091,2025-03-16,2025-03-17,2025-03-16,Received,False,0.0
PO-000282,2025-03-17,PLT-OH1,SUP-019,MAT-048,92602,1.9031,176230.8662,2025-03-30,2025-04-01,2025-03-30,Received,False,0.0
PO-000283,2025-04-01,PLT-OH1,SUP-019,MAT-048,87382,1.9031,166296.6842,2025-04-14,2025-04-15,,In Transit,False,0.0
PO-000284,2025-04-15,PLT-OH1,SUP-019,MAT-048,86174,1.9031,163997.7394,2025-04-28,2025-04-29,,Open,False,0.0
PO-000285,2025-05-01,PLT-OH1,SUP-019,MAT-048,87337,1.9031,166211.0447,2025-05-14,2025-05-15,,Open,False,0.0
PO-000286,2025-05-15,PLT-OH1,SUP-019,MAT-048,103148,1.9031,196300.9588,2025-05-28,2025-05-28,,Open,False,0.0
PO-000287,2025-06-02,PLT-OH1,SUP-019,MAT-048,111213,1.9031,211649.4603,2025-06-15,2025-06-15,,Open,False,0.0
PO-000288,2025-06-16,PLT-OH1,SUP-019,MAT-048,109259,1.9031,207930.8029,2025-06-29,2025-06-29,,Open,False,0.0
PO-000289,2025-01-01,PLT-OH1,SUP-011,MAT-049,867,9.2767,8042.8989,2025-01-17,2025-01-18,2025-01-17,Received,False,0.0
PO-000290,2025-01-15,PLT-OH1,SUP-011,MAT-049,1051,9.2767,9749.8117,2025-01-31,2025-02-03,2025-02-03,Received,False,0.0
PO-000291,2025-02-03,PLT-OH1,SUP-011,MAT-049,998,9.2767,9258.1466,2025-02-19,2025-02-21,2025-02-23,Received,False,0.0
PO-000292,2025-02-17,PLT-OH1,SUP-011,MAT-049,1086,9.2767,10074.4962,2025-03-05,2025-03-06,2025-03-06,Received,False,0.0
PO-000293,2025-03-03,PLT-OH1,SUP-011,MAT-049,867,9.2767,8042.8989,2025-03-19,2025-03-20,2025-03-19,Received,False,0.0
PO-000294,2025-03-17,PLT-OH1,SUP-011,MAT-049,860,9.2767,7977.962,2025-04-02,2025-04-04,,In Transit,False,0.0
PO-000295,2025-04-01,PLT-OH1,SUP-011,MAT-049,913,9.2767,8469.6271,2025-04-17,2025-04-19,,In Transit,False,0.0
PO-000296,2025-04-15,PLT-OH1,SUP-011,MAT-049,1003,9.2767,9304.5301,2025-05-01,2025-05-01,,Open,False,0.0
PO-000297,2025-05-01,PLT-OH1,SUP-011,MAT-049,1009,9.2767,9360.1903,2025-05-17,2025-05-18,,Open,False,0.0
PO-000298,2025-05-15,PLT-OH1,SUP-011,MAT-049,934,9.2767,8664.4378,2025-05-31,2025-06-02,,Open,False,0.0
PO-000299,2025-06-02,PLT-OH1,SUP-011,MAT-049,1114,9.2767,10334.2438,2025-06-18,2025-06-18,,Open,False,0.0
PO-000300,2025-06-16,PLT-OH1,SUP-011,MAT-049,970,9.2767,8998.399,2025-07-02,2025-07-02,,Open,False,0.0
PO-000301,2025-01-01,PLT-AL1,SUP-001,MAT-001,103537,29.3153,3035218.2161,2025-02-10,2025-02-12,2025-02-10,Received,False,0.0
PO-000302,2025-01-15,PLT-AL1,SUP-001,MAT-001,97578,29.3153,2860528.3434,2025-02-24,2025-02-24,2025-02-24,Received,False,0.0
PO-000303,2025-02-03,PLT-AL1,SUP-001,MAT-001,92343,29.3153,2707062.7479,2025-03-15,2025-03-18,2025-03-18,Received,False,0.0
PO-000304,2025-02-17,PLT-AL1,SUP-001,MAT-001,103835,29.3153,3043954.1755,2025-03-29,2025-03-29,2025-03-29,Received,False,0.0
PO-000305,2025-03-03,PLT-AL1,SUP-001,MAT-001,88116,29.3153,2583146.9748,2025-04-12,2025-04-12,,In Transit,False,0.0
PO-000306,2025-03-17,PLT-AL1,SUP-001,MAT-001,113314,29.3153,3321833.9042,2025-04-26,2025-04-26,,In Transit,False,0.0
PO-000307,2025-04-01,PLT-AL1,SUP-001,MAT-001,102787,29.3153,3013231.7411,2025-05-11,2025-05-11,,In Transit,False,0.0
PO-000308,2025-04-15,PLT-AL1,SUP-001,MAT-001,106071,29.3153,3109503.1863,2025-05-25,2025-05-25,,Open,False,0.0
PO-000309,2025-05-01,PLT-AL1,SUP-001,MAT-001,84803,29.3153,2486025.3859,2025-06-10,2025-06-10,,Open,False,0.0
PO-000310,2025-05-15,PLT-AL1,SUP-001,MAT-001,95548,29.3153,2801018.2844,2025-06-24,2025-06-24,,Open,False,0.0
PO-000311,2025-06-02,PLT-AL1,SUP-001,MAT-001,111122,29.3153,3257574.7666,2025-07-12,2025-07-12,,Open,False,0.0
PO-000312,2025-06-16,PLT-AL1,SUP-001,MAT-001,95529,29.3153,2800461.2937,2025-07-26,2025-07-26,,Open,False,0.0
PO-000313,2025-01-01,PLT-AL1,SUP-001,MAT-002,85301,22.9455,1957274.0955,2025-02-10,2025-02-13,2025-02-10,Received,False,0.0
PO-000314,2025-01-15,PLT-AL1,SUP-001,MAT-002,94209,22.9455,2161672.6095,2025-02-24,2025-02-27,2025-02-24,Received,False,0.0
PO-000315,2025-02-03,PLT-AL1,SUP-001,MAT-002,96337,22.9455,2210500.6335,2025-03-15,2025-03-17,2025-03-15,Received,False,0.0
PO-000316,2025-02-17,PLT-AL1,SUP-001,MAT-002,105610,22.9455,2423274.255,2025-03-29,2025-04-01,2025-03-29,Received,False,0.0
PO-000317,2025-03-03,PLT-AL1,SUP-001,MAT-002,92604,22.9455,2124845.082,2025-04-12,2025-04-12,,In Transit,False,0.0
PO-000318,2025-03-17,PLT-AL1,SUP-001,MAT-002,86708,22.9455,1989558.414,2025-04-26,2025-04-26,,In Transit,False,0.0
PO-000319,2025-04-01,PLT-AL1,SUP-001,MAT-002,97606,22.9455,2239618.473,2025-05-11,2025-05-11,,In Transit,False,0.0
PO-000320,2025-04-15,PLT-AL1,SUP-001,MAT-002,104203,22.9455,2390989.9365,2025-05-25,2025-05-25,,Open,False,0.0
PO-000321,2025-05-01,PLT-AL1,SUP-001,MAT-002,108177,22.9455,2482175.3535,2025-06-10,2025-06-10,,Open,False,0.0
PO-000322,2025-05-15,PLT-AL1,SUP-001,MAT-002,111384,22.9455,2555761.572,2025-06-24,2025-06-24,,Open,False,0.0
PO-000323,2025-06-02,PLT-AL1,SUP-001,MAT-002,109842,22.9455,2520379.611,2025-07-12,2025-07-12,,Open,False,0.0
PO-000324,2025-06-16,PLT-AL1,SUP-001,MAT-002,110863,22.9455,2543806.9665,2025-07-26,2025-07-26,,Open,False,0.0
PO-000325,2025-01-01,PLT-AL1,SUP-003,MAT-004,1698,91.6909,155691.1482,2025-02-10,2025-02-13,2025-02-10,Received,False,0.0
PO-000326,2025-01-15,PLT-AL1,SUP-003,MAT-004,1729,91.6909,158533.5661,2025-02-24,2025-02-27,2025-02-24,Received,False,0.0
PO-000327,2025-02-03,PLT-AL1,SUP-003,MAT-004,2148,91.6909,196952.0532,2025-03-15,2025-03-15,2025-03-15,Received,False,0.0
PO-000328,2025-02-17,PLT-AL1,SUP-003,MAT-004,2123,91.6909,194659.7807,2025-03-29,2025-03-30,2025-03-29,Received,False,0.0
PO-000329,2025-03-03,PLT-AL1,SUP-003,MAT-004,1778,91.6909,163026.4202,2025-04-12,2025-04-17,,In Transit,False,0.0
PO-000330,2025-03-17,PLT-AL1,SUP-003,MAT-004,2152,91.6909,197318.8168,2025-04-26,2025-04-26,,In Transit,False,0.0
PO-000331,2025-04-01,PLT-AL1,SUP-003,MAT-004,2103,91.6909,192825.9627,2025-05-11,2025-05-13,,In Transit,False,0.0
PO-000332,2025-04-15,PLT-AL1,SUP-003,MAT-004,1739,91.6909,159450.4751,2025-05-25,2025-05-25,,Open,False,0.0
PO-000333,2025-05-01,PLT-AL1,SUP-003,MAT-004,1942,91.6909,178063.7278,2025-06-10,2025-06-13,,Open,False,0.0
PO-000334,2025-05-15,PLT-AL1,SUP-003,MAT-004,1714,91.6909,157158.2026,2025-06-24,2025-06-29,,Open,False,0.0
PO-000335,2025-06-02,PLT-AL1,SUP-003,MAT-004,2057,91.6909,188608.1813,2025-07-12,2025-07-15,,Open,False,0.0
PO-000336,2025-06-16,PLT-AL1,SUP-003,MAT-004,2106,91.6909,193101.0354,2025-07-26,2025-07-28,,Open,False,0.0
PO-000337,2025-01-01,PLT-AL1,SUP-006,MAT-005,589,309.6494,182383.4966,2025-03-12,2025-03-12,2025-03-12,Received,False,0.0
PO-000338,2025-01-15,PLT-AL1,SUP-006,MAT-005,584,309.6494,180835.2496,2025-03-26,2025-03-29,2025-03-26,Received,False,0.0
PO-000339,2025-02-03,PLT-AL1,SUP-006,MAT-005,552,309.6494,170926.4688,2025-04-14,2025-04-17,,In Transit,False,0.0
PO-000340,2025-02-17,PLT-AL1,SUP-006,MAT-005,630,309.6494,195079.122,2025-04-28,2025-05-01,,In Transit,False,0.0
PO-000341,2025-03-03,PLT-AL1,SUP-006,MAT-005,539,309.6494,166901.0266,2025-05-12,2025-05-14,,In Transit,False,0.0
PO-000342,2025-03-17,PLT-AL1,SUP-006,MAT-005,576,309.6494,178358.0544,2025-05-26,2025-06-04,,In Transit,False,0.0
PO-000343,2025-04-01,PLT-AL1,SUP-006,MAT-005,579,309.6494,179287.0026,2025-06-10,2025-06-16,,In Transit,False,0.0
PO-000344,2025-04-15,PLT-AL1,SUP-006,MAT-005,550,309.6494,170307.17,2025-06-24,2025-06-27,,Open,False,0.0
PO-000345,2025-05-01,PLT-AL1,SUP-006,MAT-005,600,309.6494,185789.64,2025-07-10,2025-07-20,,Open,False,0.0
PO-000346,2025-05-15,PLT-AL1,SUP-006,MAT-005,550,309.6494,170307.17,2025-07-24,2025-07-25,,Open,False,0.0
PO-000347,2025-06-02,PLT-AL1,SUP-006,MAT-005,516,309.6494,159779.0904,2025-08-11,2025-08-22,,Open,False,0.0
PO-000348,2025-06-16,PLT-AL1,SUP-006,MAT-005,516,309.6494,159779.0904,2025-08-25,2025-08-31,,Open,False,0.0
PO-000349,2025-01-01,PLT-AL1,SUP-004,MAT-006,173,209.8299,36300.5727,2025-03-12,2025-03-12,2025-03-12,Received,False,0.0
PO-000350,2025-01-15,PLT-AL1,SUP-004,MAT-006,227,209.8299,47631.3873,2025-03-26,2025-04-07,2025-03-26,Received,False,0.0
PO-000351,2025-02-03,PLT-AL1,SUP-004,MAT-006,223,209.8299,46792.0677,2025-04-14,2025-04-23,,In Transit,False,0.0
PO-000352,2025-02-17,PLT-AL1,SUP-004,MAT-006,209,209.8299,43854.4491,2025-04-28,2025-03-12,,In Transit,True,2998.3555
PO-000353,2025-03-03,PLT-AL1,SUP-004,MAT-006,187,209.8299,39238.1913,2025-05-12,2025-05-19,,In Transit,False,0.0
PO-000354,2025-03-17,PLT-AL1,SUP-004,MAT-006,190,209.8299,39867.681,2025-05-26,2025-05-31,,In Transit,False,0.0
PO-000355,2025-04-01,PLT-AL1,SUP-004,MAT-006,201,209.8299,42175.8099,2025-06-10,2025-06-19,,In Transit,False,0.0
PO-000356,2025-04-15,PLT-AL1,SUP-004,MAT-006,179,209.8299,37559.5521,2025-06-24,2025-06-30,,Open,False,0.0
PO-000357,2025-05-01,PLT-AL1,SUP-004,MAT-006,196,209.8299,41126.6604,2025-07-10,2025-07-22,,Open,False,0.0
PO-000358,2025-05-15,PLT-AL1,SUP-004,MAT-006,219,209.8299,45952.7481,2025-07-24,2025-07-31,,Open,False,0.0
PO-000359,2025-06-02,PLT-AL1,SUP-004,MAT-006,220,209.8299,46162.578,2025-08-11,2025-08-13,,Open,False,0.0
PO-000360,2025-06-16,PLT-AL1,SUP-004,MAT-006,177,209.8299,37139.8923,2025-08-25,2025-08-31,,Open,False,0.0
PO-000361,2025-01-01,PLT-AL1,SUP-005,MAT-007,337,184.803,62278.611,2025-03-02,2025-03-08,2025-03-02,Received,False,0.0
PO-000362,2025-01-15,PLT-AL1,SUP-005,MAT-007,341,184.803,63017.823,2025-03-16,2025-03-16,2025-03-16,Received,False,0.0
PO-000363,2025-02-03,PLT-AL1,SUP-005,MAT-007,291,184.803,53777.673,2025-04-04,2025-04-06,,In Transit,False,0.0
PO-000364,2025-02-17,PLT-AL1,SUP-005,MAT-007,306,184.803,56549.718,2025-04-18,2025-04-18,,In Transit,False,0.0
PO-000365,2025-03-03,PLT-AL1,SUP-005,MAT-007,288,184.803,53223.264,2025-05-02,2025-05-05,,In Transit,False,0.0
PO-000366,2025-03-17,PLT-AL1,SUP-005,MAT-007,255,184.803,47124.765,2025-05-16,2025-05-24,,In Transit,False,0.0
PO-000367,2025-04-01,PLT-AL1,SUP-005,MAT-007,277,184.803,51190.431,2025-05-31,2025-06-11,,In Transit,False,0.0
PO-000368,2025-04-15,PLT-AL1,SUP-005,MAT-007,297,184.803,54886.491,2025-06-14,2025-06-16,,Open,False,0.0
PO-000369,2025-05-01,PLT-AL1,SUP-005,MAT-007,296,184.803,54701.688,2025-06-30,2025-07-05,,Open,False,0.0
PO-000370,2025-05-15,PLT-AL1,SUP-005,MAT-007,338,184.803,62463.414,2025-07-14,2025-07-21,,Open,True,4536.7037
PO-000371,2025-06-02,PLT-AL1,SUP-005,MAT-007,307,184.803,56734.521,2025-08-01,2025-08-09,,Open,False,0.0
PO-000372,2025-06-16,PLT-AL1,SUP-005,MAT-007,337,184.803,62278.611,2025-08-15,2025-08-21,,Open,False,0.0
PO-000373,2025-01-01,PLT-AL1,SUP-005,MAT-008,99,431.7016,42738.4584,2025-03-02,2025-03-07,2025-03-02,Received,False,0.0
PO-000374,2025-01-15,PLT-AL1,SUP-005,MAT-008,103,431.7016,44465.2648,2025-03-16,2025-03-17,2025-03-16,Received,False,0.0
PO-000375,2025-02-03,PLT-AL1,SUP-005,MAT-008,102,431.7016,44033.5632,2025-04-04,2025-04-09,,In Transit,False,0.0
PO-000376,2025-02-17,PLT-AL1,SUP-005,MAT-008,108,431.7016,46623.7728,2025-04-18,2025-04-27,,In Transit,False,0.0
PO-000377,2025-03-03,PLT-AL1,SUP-005,MAT-008,113,431.7016,48782.2808,2025-05-02,2025-03-23,,In Transit,True,3965.7787
PO-000378,2025-03-17,PLT-AL1,SUP-005,MAT-008,92,431.7016,39716.5472,2025-05-16,2025-05-21,,In Transit,False,0.0
PO-000379,2025-04-01,PLT-AL1,SUP-005,MAT-008,103,431.7016,44465.2648,2025-05-31,2025-06-04,,In Transit,False,0.0
