plant_id,material_id,week_start,forecast_demand,lower_bound,upper_bound,actual_demand,is_future
PLT-AL1,MAT-029,2025-06-23,19177.06,18843.61,19510.61,,True
PLT-AL1,MAT-029,2025-06-30,19177.06,18829.91,19524.1,,True
PLT-AL1,MAT-030,2024-12-30,21.46,21.27,21.65,21.59,False
PLT-AL1,MAT-030,2025-01-06,35.73,35.54,35.92,35.64,False
PLT-AL1,MAT-030,2025-01-13,35.54,35.35,35.73,35.48,False
PLT-AL1,MAT-030,2025-01-20,35.95,35.75,36.14,36.04,False
PLT-AL1,MAT-030,2025-01-27,36.55,36.35,36.74,36.63,False
PLT-AL1,MAT-030,2025-02-03,37.34,37.15,37.53,37.37,False
PLT-AL1,MAT-030,2025-02-10,37.56,37.37,37.75,37.48,False
PLT-AL1,MAT-030,2025-02-17,37.24,37.05,37.44,37.19,False
PLT-AL1,MAT-030,2025-02-24,36.96,36.76,37.15,37.0,False
PLT-AL1,MAT-030,2025-03-03,38.41,38.21,38.6,38.44,False
PLT-AL1,MAT-030,2025-03-10,38.11,37.92,38.3,38.12,False
PLT-AL1,MAT-030,2025-03-17,38.19,38.0,38.39,38.77,False
PLT-AL1,MAT-030,2025-03-24,37.87,37.68,38.07,38.57,False
PLT-AL1,MAT-030,2025-03-31,38.19,38.0,38.38,40.98,False
PLT-AL1,MAT-030,2025-04-07,38.14,37.95,38.33,,True
PLT-AL1,MAT-030,2025-04-14,38.35,38.08,38.62,,True
PLT-AL1,MAT-030,2025-04-21,38.38,38.04,38.71,,True
PLT-AL1,MAT-030,2025-04-28,38.35,37.97,38.74,,True
PLT-AL1,MAT-030,2025-05-05,38.35,37.92,38.78,,True
PLT-AL1,MAT-030,2025-05-12,38.35,37.88,38.83,,True
PLT-AL1,MAT-030,2025-05-19,38.35,37.84,38.86,,True
PLT-AL1,MAT-030,2025-05-26,38.35,37.81,38.9,,True
PLT-AL1,MAT-030,2025-06-02,38.35,37.78,38.93,,True
PLT-AL1,MAT-030,2025-06-09,38.35,37.75,38.96,,True
PLT-AL1,MAT-030,2025-06-16,38.35,37.72,38.99,,True
PLT-AL1,MAT-030,2025-06-23,38.35,37.69,39.02,,True
PLT-AL1,MAT-030,2025-06-30,38.35,37.66,39.05,,True
PLT-AL1,MAT-031,2024-12-30,32.19,31.9,32.47,32.39,False
PLT-AL1,MAT-031,2025-01-06,53.6,53.31,53.89,53.46,False
PLT-AL1,MAT-031,2025-01-13,53.31,53.02,53.6,53.23,False
PLT-AL1,MAT-031,2025-01-20,53.92,53.63,54.21,54.06,False
PLT-AL1,MAT-031,2025-01-27,54.82,54.53,55.11,54.94,False
PLT-AL1,MAT-031,2025-02-03,56.01,55.72,56.3,56.05,False
PLT-AL1,MAT-031,2025-02-10,56.34,56.05,56.63,56.23,False
PLT-AL1,MAT-031,2025-02-17,55.87,55.58,56.15,55.79,False
PLT-AL1,MAT-031,2025-02-24,55.43,55.15,55.72,55.5,False
PLT-AL1,MAT-031,2025-03-03,57.61,57.32,57.9,57.66,False
PLT-AL1,MAT-031,2025-03-10,57.17,56.88,57.45,57.19,False
PLT-AL1,MAT-031,2025-03-17,57.29,57.0,57.58,58.16,False
PLT-AL1,MAT-031,2025-03-24,56.81,56.52,57.1,57.86,False
PLT-AL1,MAT-031,2025-03-31,57.28,56.99,57.57,61.46,False
PLT-AL1,MAT-031,2025-04-07,57.21,56.92,57.5,,True
PLT-AL1,MAT-031,2025-04-14,57.53,57.12,57.93,,True
PLT-AL1,MAT-031,2025-04-21,57.57,57.07,58.07,,True
PLT-AL1,MAT-031,2025-04-28,57.53,56.95,58.11,,True
PLT-AL1,MAT-031,2025-05-05,57.53,56.89,58.18,,True
PLT-AL1,MAT-031,2025-05-12,57.53,56.82,58.24,,True
PLT-AL1,MAT-031,2025-05-19,57.53,56.77,58.3,,True
PLT-AL1,MAT-031,2025-05-26,57.53,56.71,58.35,,True
PLT-AL1,MAT-031,2025-06-02,57.53,56.66,58.4,,True
PLT-AL1,MAT-031,2025-06-09,57.53,56.62,58.44,,True
PLT-AL1,MAT-031,2025-06-16,57.53,56.57,58.49,,True
PLT-AL1,MAT-031,2025-06-23,57.53,56.53,58.53,,True
PLT-AL1,MAT-031,2025-06-30,57.53,56.49,58.57,,True
PLT-AL1,MAT-032,2024-12-30,10728.75,10632.51,10824.99,10795.6,False
PLT-AL1,MAT-032,2025-01-06,17865.81,17769.46,17961.95,17820.2,False
PLT-AL1,MAT-032,2025-01-13,17769.62,17673.27,17865.86,17741.8,False
PLT-AL1,MAT-032,2025-01-20,17973.41,17877.17,18069.65,18021.6,False
PLT-AL1,MAT-032,2025-01-27,18273.59,18177.24,18369.83,18313.9,False
PLT-AL1,MAT-032,2025-02-03,18670.96,18574.72,18767.2,18684.2,False
PLT-AL1,MAT-032,2025-02-10,18779.88,18683.64,18876.23,18742.0,False
PLT-AL1,MAT-032,2025-02-17,18621.78,18525.54,18718.13,18595.5,False
PLT-AL1,MAT-032,2025-02-24,18477.91,18381.67,18574.15,18501.4,False
PLT-AL1,MAT-032,2025-03-03,19203.31,19107.07,19299.66,19220.6,False
PLT-AL1,MAT-032,2025-03-10,19055.38,18959.03,19151.62,19061.8,False
PLT-AL1,MAT-032,2025-03-17,19096.64,19000.4,19192.99,19387.3,False
PLT-AL1,MAT-032,2025-03-24,18937.33,18840.98,19033.57,19286.1,False
PLT-AL1,MAT-032,2025-03-31,19093.93,18997.69,19190.17,20487.7,False
PLT-AL1,MAT-032,2025-04-07,19069.13,18972.89,19165.37,,True
PLT-AL1,MAT-032,2025-04-14,19175.08,19039.0,19311.26,,True
PLT-AL1,MAT-032,2025-04-21,19188.61,19021.94,19355.39,,True
PLT-AL1,MAT-032,2025-04-28,19177.06,18984.47,19369.54,,True
PLT-AL1,MAT-032,2025-05-05,19177.06,18961.84,19392.38,,True
PLT-AL1,MAT-032,2025-05-12,19177.06,18941.34,19412.88,,True
PLT-AL1,MAT-032,2025-05-19,19177.06,18922.33,19431.79,,True
PLT-AL1,MAT-032,2025-05-26,19177.06,18904.8,19449.32,,True
PLT-AL1,MAT-032,2025-06-02,19177.06,18888.23,19465.89,,True
PLT-AL1,MAT-032,2025-06-09,19177.06,18872.61,19481.4,,True
PLT-AL1,MAT-032,2025-06-16,19177.06,18857.74,19496.27,,True
PLT-AL1,MAT-032,2025-06-23,19177.06,18843.61,19510.61,,True
PLT-AL1,MAT-032,2025-06-30,19177.06,18829.91,19524.1,,True
PLT-AL1,MAT-038,2024-12-30,32.19,31.9,32.47,32.39,False
PLT-AL1,MAT-038,2025-01-06,53.6,53.31,53.89,53.46,False
PLT-AL1,MAT-038,2025-01-13,53.31,53.02,53.6,53.23,False
PLT-AL1,MAT-038,2025-01-20,53.92,53.63,54.21,54.06,False
PLT-AL1,MAT-038,2025-01-27,54.82,54.53,55.11,54.94,False
PLT-AL1,MAT-038,2025-02-03,56.01,55.72,56.3,56.05,False
PLT-AL1,MAT-038,2025-02-10,56.34,56.05,56.63,56.23,False
PLT-AL1,MAT-038,2025-02-17,55.87,55.58,56.15,55.79,False
PLT-AL1,MAT-038,2025-02-24,55.43,55.15,55.72,55.5,False
PLT-AL1,MAT-038,2025-03-03,57.61,57.32,57.9,57.66,False
PLT-AL1,MAT-038,2025-03-10,57.17,56.88,57.45,57.19,False
PLT-AL1,MAT-038,2025-03-17,57.29,57.0,57.58,58.16,False
PLT-AL1,MAT-038,2025-03-24,56.81,56.52,57.1,57.86,False
PLT-AL1,MAT-038,2025-03-31,57.28,56.99,57.57,61.46,False
PLT-AL1,MAT-038,2025-04-07,57.21,56.92,57.5,,True
PLT-AL1,MAT-038,2025-04-14,57.53,57.12,57.93,,True
PLT-AL1,MAT-038,2025-04-21,57.57,57.07,58.07,,True
PLT-AL1,MAT-038,2025-04-28,57.53,56.95,58.11,,True
PLT-AL1,MAT-038,2025-05-05,57.53,56.89,58.18,,True
PLT-AL1,MAT-038,2025-05-12,57.53,56.82,58.24,,True
PLT-AL1,MAT-038,2025-05-19,57.53,56.77,58.3,,True
PLT-AL1,MAT-038,2025-05-26,57.53,56.71,58.35,,True
PLT-AL1,MAT-038,2025-06-02,57.53,56.66,58.4,,True
PLT-AL1,MAT-038,2025-06-09,57.53,56.62,58.44,,True
PLT-AL1,MAT-038,2025-06-16,57.53,56.57,58.49,,True
PLT-AL1,MAT-038,2025-06-23,57.53,56.53,58.53,,True
PLT-AL1,MAT-038,2025-06-30,57.53,56.49,58.57,,True
PLT-AL1,MAT-039,2024-12-30,21.46,21.27,21.65,21.59,False
PLT-AL1,MAT-039,2025-01-06,35.73,35.54,35.92,35.64,False
PLT-AL1,MAT-039,2025-01-13,35.54,35.35,35.73,35.48,False
PLT-AL1,MAT-039,2025-01-20,35.95,35.75,36.14,36.04,False
PLT-AL1,MAT-039,2025-01-27,36.55,36.35,36.74,36.63,False
PLT-AL1,MAT-039,2025-02-03,37.34,37.15,37.53,37.37,False
PLT-AL1,MAT-039,2025-02-10,37.56,37.37,37.75,37.48,False
PLT-AL1,MAT-039,2025-02-17,37.24,37.05,37.44,37.19,False
PLT-AL1,MAT-039,2025-02-24,36.96,36.76,37.15,37.0,False
PLT-AL1,MAT-039,2025-03-03,38.41,38.21,38.6,38.44,False
PLT-AL1,MAT-039,2025-03-10,38.11,37.92,38.3,38.12,False
PLT-AL1,MAT-039,2025-03-17,38.19,38.0,38.39,38.77,False
PLT-AL1,MAT-039,2025-03-24,37.87,37.68,38.07,38.57,False
PLT-AL1,MAT-039,2025-03-31,38.19,38.0,38.38,40.98,False
PLT-AL1,MAT-039,2025-04-07,38.14,37.95,38.33,,True
PLT-AL1,MAT-039,2025-04-14,38.35,38.08,38.62,,True
PLT-AL1,MAT-039,2025-04-21,38.38,38.04,38.71,,True
PLT-AL1,MAT-039,2025-04-28,38.35,37.97,38.74,,True
PLT-AL1,MAT-039,2025-05-05,38.35,37.92,38.78,,True
PLT-AL1,MAT-039,2025-05-12,38.35,37.88,38.83,,True
PLT-AL1,MAT-039,2025-05-19,38.35,37.84,38.86,,True
PLT-AL1,MAT-039,2025-05-26,38.35,37.81,38.9,,True
PLT-AL1,MAT-039,2025-06-02,38.35,37.78,38.93,,True
PLT-AL1,MAT-039,2025-06-09,38.35,37.75,38.96,,True
PLT-AL1,MAT-039,2025-06-16,38.35,37.72,38.99,,True
PLT-AL1,MAT-039,2025-06-23,38.35,37.69,39.02,,True
PLT-AL1,MAT-039,2025-06-30,38.35,37.66,39.05,,True
PLT-AL1,MAT-040,2024-12-30,5364.38,5316.26,5412.49,5397.8,False
PLT-AL1,MAT-040,2025-01-06,8932.91,8884.73,8980.98,8910.1,False
PLT-AL1,MAT-040,2025-01-13,8884.81,8836.64,8932.93,8870.9,False
PLT-AL1,MAT-040,2025-01-20,8986.71,8938.59,9034.83,9010.8,False
PLT-AL1,MAT-040,2025-01-27,9136.8,9088.62,9184.92,9156.95,False
PLT-AL1,MAT-040,2025-02-03,9335.48,9287.36,9383.6,9342.1,False
PLT-AL1,MAT-040,2025-02-10,9389.94,9341.82,9438.11,9371.0,False
PLT-AL1,MAT-040,2025-02-17,9310.89,9262.77,9359.07,9297.75,False
PLT-AL1,MAT-040,2025-02-24,9238.96,9190.84,9287.08,9250.7,False
PLT-AL1,MAT-040,2025-03-03,9601.66,9553.53,9649.83,9610.3,False
PLT-AL1,MAT-040,2025-03-10,9527.69,9479.51,9575.81,9530.9,False
PLT-AL1,MAT-040,2025-03-17,9548.32,9500.2,9596.49,9693.65,False
PLT-AL1,MAT-040,2025-03-24,9468.67,9420.49,9516.78,9643.05,False
PLT-AL1,MAT-040,2025-03-31,9546.97,9498.85,9595.09,10243.85,False
PLT-AL1,MAT-040,2025-04-07,9534.57,9486.44,9582.69,,True
PLT-AL1,MAT-040,2025-04-14,9587.54,9519.5,9655.63,,True
PLT-AL1,MAT-040,2025-04-21,9594.31,9510.97,9677.69,,True
PLT-AL1,MAT-040,2025-04-28,9588.53,9492.24,9684.77,,True
PLT-AL1,MAT-040,2025-05-05,9588.53,9480.92,9696.19,,True
PLT-AL1,MAT-040,2025-05-12,9588.53,9470.67,9706.44,,True
PLT-AL1,MAT-040,2025-05-19,9588.53,9461.17,9715.9,,True
PLT-AL1,MAT-040,2025-05-26,9588.53,9452.4,9724.66,,True
PLT-AL1,MAT-040,2025-06-02,9588.53,9444.12,9732.94,,True
PLT-AL1,MAT-040,2025-06-09,9588.53,9436.31,9740.7,,True
PLT-AL1,MAT-040,2025-06-16,9588.53,9428.87,9748.14,,True
PLT-AL1,MAT-040,2025-06-23,9588.53,9421.81,9755.31,,True
PLT-AL1,MAT-040,2025-06-30,9588.53,9414.96,9762.05,,True
PLT-AL1,MAT-047,2024-12-30,10728.75,10632.51,10824.99,10795.6,False
PLT-AL1,MAT-047,2025-01-06,17865.81,17769.46,17961.95,17820.2,False
PLT-AL1,MAT-047,2025-01-13,17769.62,17673.27,17865.86,17741.8,False
PLT-AL1,MAT-047,2025-01-20,17973.41,17877.17,18069.65,18021.6,False
PLT-AL1,MAT-047,2025-01-27,18273.59,18177.24,18369.83,18313.9,False
PLT-AL1,MAT-047,2025-02-03,18670.96,18574.72,18767.2,18684.2,False
PLT-AL1,MAT-047,2025-02-10,18779.88,18683.64,18876.23,18742.0,False
PLT-AL1,MAT-047,2025-02-17,18621.78,18525.54,18718.13,18595.5,False
PLT-AL1,MAT-047,2025-02-24,18477.91,18381.67,18574.15,18501.4,False
PLT-AL1,MAT-047,2025-03-03,19203.31,19107.07,19299.66,19220.6,False
PLT-AL1,MAT-047,2025-03-10,19055.38,18959.03,19151.62,19061.8,False
PLT-AL1,MAT-047,2025-03-17,19096.64,19000.4,19192.99,19387.3,False
PLT-AL1,MAT-047,2025-03-24,18937.33,18840.98,19033.57,19286.1,False
PLT-AL1,MAT-047,2025-03-31,19093.93,18997.69,19190.17,20487.7,False
PLT-AL1,MAT-047,2025-04-07,19069.13,18972.89,19165.37,,True
PLT-AL1,MAT-047,2025-04-14,19175.08,19039.0,19311.26,,True
PLT-AL1,MAT-047,2025-04-21,19188.61,19021.94,19355.39,,True
PLT-AL1,MAT-047,2025-04-28,19177.06,18984.47,19369.54,,True
PLT-AL1,MAT-047,2025-05-05,19177.06,18961.84,19392.38,,True
PLT-AL1,MAT-047,2025-05-12,19177.06,18941.34,19412.88,,True
PLT-AL1,MAT-047,2025-05-19,19177.06,18922.33,19431.79,,True
PLT-AL1,MAT-047,2025-05-26,19177.06,18904.8,19449.32,,True
PLT-AL1,MAT-047,2025-06-02,19177.06,18888.23,19465.89,,True
PLT-AL1,MAT-047,2025-06-09,19177.06,18872.61,19481.4,,True
PLT-AL1,MAT-047,2025-06-16,19177.06,18857.74,19496.27,,True
PLT-AL1,MAT-047,2025-06-23,19177.06,18843.61,19510.61,,True
PLT-AL1,MAT-047,2025-06-30,19177.06,18829.91,19524.1,,True
PLT-AL1,MAT-048,2024-12-30,10728.75,10632.51,10824.99,10795.6,False
PLT-AL1,MAT-048,2025-01-06,17865.81,17769.46,17961.95,17820.2,False
PLT-AL1,MAT-048,2025-01-13,17769.62,17673.27,17865.86,17741.8,False
PLT-AL1,MAT-048,2025-01-20,17973.41,17877.17,18069.65,18021.6,False
PLT-AL1,MAT-048,2025-01-27,18273.59,18177.24,18369.83,18313.9,False
PLT-AL1,MAT-048,2025-02-03,18670.96,18574.72,18767.2,18684.2,False
PLT-AL1,MAT-048,2025-02-10,18779.88,18683.64,18876.23,18742.0,False
PLT-AL1,MAT-048,2025-02-17,18621.78,18525.54,18718.13,18595.5,False
PLT-AL1,MAT-048,2025-02-24,18477.91,18381.67,18574.15,18501.4,False
PLT-AL1,MAT-048,2025-03-03,19203.31,19107.07,19299.66,19220.6,False
PLT-AL1,MAT-048,2025-03-10,19055.38,18959.03,19151.62,19061.8,False
PLT-AL1,MAT-048,2025-03-17,19096.64,19000.4,19192.99,19387.3,False
PLT-AL1,MAT-048,2025-03-24,18937.33,18840.98,19033.57,19286.1,False
PLT-AL1,MAT-048,2025-03-31,19093.93,18997.69,19190.17,20487.7,False
PLT-AL1,MAT-048,2025-04-07,19069.13,18972.89,19165.37,,True
PLT-AL1,MAT-048,2025-04-14,19175.08,19039.0,19311.26,,True
PLT-AL1,MAT-048,2025-04-21,19188.61,19021.94,19355.39,,True
PLT-AL1,MAT-048,2025-04-28,19177.06,18984.47,19369.54,,True
PLT-AL1,MAT-048,2025-05-05,19177.06,18961.84,19392.38,,True
PLT-AL1,MAT-048,2025-05-12,19177.06,18941.34,19412.88,,True
PLT-AL1,MAT-048,2025-05-19,19177.06,18922.33,19431.79,,True
PLT-AL1,MAT-048,2025-05-26,19177.06,18904.8,19449.32,,True
PLT-AL1,MAT-048,2025-06-02,19177.06,18888.23,19465.89,,True
PLT-AL1,MAT-048,2025-06-09,19177.06,18872.61,19481.4,,True
PLT-AL1,MAT-048,2025-06-16,19177.06,18857.74,19496.27,,True
PLT-AL1,MAT-048,2025-06-23,19177.06,18843.61,19510.61,,True
PLT-AL1,MAT-048,2025-06-30,19177.06,18829.91,19524.1,,True
PLT-AL1,MAT-049,2024-12-30,107.29,106.33,108.25,107.96,False
PLT-AL1,MAT-049,2025-01-06,178.66,177.69,179.62,178.2,False
PLT-AL1,MAT-049,2025-01-13,177.7,176.73,178.66,177.42,False
PLT-AL1,MAT-049,2025-01-20,179.73,178.77,180.7,180.22,False
PLT-AL1,MAT-049,2025-01-27,182.74,181.77,183.7,183.14,False
PLT-AL1,MAT-049,2025-02-03,186.71,185.75,187.67,186.84,False
PLT-AL1,MAT-049,2025-02-10,187.8,186.84,188.76,187.42,False
PLT-AL1,MAT-049,2025-02-17,186.22,185.26,187.18,185.95,False
PLT-AL1,MAT-049,2025-02-24,184.78,183.82,185.74,185.01,False
PLT-AL1,MAT-049,2025-03-03,192.03,191.07,193.0,192.21,False
PLT-AL1,MAT-049,2025-03-10,190.55,189.59,191.52,190.62,False
PLT-AL1,MAT-049,2025-03-17,190.97,190.0,191.93,193.87,False
PLT-AL1,MAT-049,2025-03-24,189.37,188.41,190.34,192.86,False
PLT-AL1,MAT-049,2025-03-31,190.94,189.98,191.9,204.88,False
PLT-AL1,MAT-049,2025-04-07,190.69,189.73,191.65,,True
PLT-AL1,MAT-049,2025-04-14,191.75,190.39,193.11,,True
PLT-AL1,MAT-049,2025-04-21,191.89,190.22,193.55,,True
PLT-AL1,MAT-049,2025-04-28,191.77,189.84,193.7,,True
PLT-AL1,MAT-049,2025-05-05,191.77,189.62,193.92,,True
PLT-AL1,MAT-049,2025-05-12,191.77,189.41,194.13,,True
PLT-AL1,MAT-049,2025-05-19,191.77,189.22,194.32,,True
PLT-AL1,MAT-049,2025-05-26,191.77,189.05,194.49,,True
PLT-AL1,MAT-049,2025-06-02,191.77,188.88,194.66,,True
PLT-AL1,MAT-049,2025-06-09,191.77,188.73,194.81,,True
PLT-AL1,MAT-049,2025-06-16,191.77,188.58,194.96,,True
PLT-AL1,MAT-049,2025-06-23,191.77,188.44,195.11,,True
PLT-AL1,MAT-049,2025-06-30,191.77,188.3,195.24,,True
PLT-AL1,MAT-050,2024-12-30,107.29,106.33,108.25,107.96,False
PLT-AL1,MAT-050,2025-01-06,178.66,177.69,179.62,178.2,False
PLT-AL1,MAT-050,2025-01-13,177.7,176.73,178.66,177.42,False
PLT-AL1,MAT-050,2025-01-20,179.73,178.77,180.7,180.22,False
PLT-AL1,MAT-050,2025-01-27,182.74,181.77,183.7,183.14,False
PLT-AL1,MAT-050,2025-02-03,186.71,185.75,187.67,186.84,False
PLT-AL1,MAT-050,2025-02-10,187.8,186.84,188.76,187.42,False
PLT-AL1,MAT-050,2025-02-17,186.22,185.26,187.18,185.95,False
PLT-AL1,MAT-050,2025-02-24,184.78,183.82,185.74,185.01,False
PLT-AL1,MAT-050,2025-03-03,192.03,191.07,193.0,192.21,False
PLT-AL1,MAT-050,2025-03-10,190.55,189.59,191.52,190.62,False
PLT-AL1,MAT-050,2025-03-17,190.97,190.0,191.93,193.87,False
PLT-AL1,MAT-050,2025-03-24,189.37,188.41,190.34,192.86,False
PLT-AL1,MAT-050,2025-03-31,190.94,189.98,191.9,204.88,False
PLT-AL1,MAT-050,2025-04-07,190.69,189.73,191.65,,True
PLT-AL1,MAT-050,2025-04-14,191.75,190.39,193.11,,True
PLT-AL1,MAT-050,2025-04-21,191.89,190.22,193.55,,True
PLT-AL1,MAT-050,2025-04-28,191.77,189.84,193.7,,True
PLT-AL1,MAT-050,2025-05-05,191.77,189.62,193.92,,True
PLT-AL1,MAT-050,2025-05-12,191.77,189.41,194.13,,True
PLT-AL1,MAT-050,2025-05-19,191.77,189.22,194.32,,True
PLT-AL1,MAT-050,2025-05-26,191.77,189.05,194.49,,True
PLT-AL1,MAT-050,2025-06-02,191.77,188.88,194.66,,True
PLT-AL1,MAT-050,2025-06-09,191.77,188.73,194.81,,True
PLT-AL1,MAT-050,2025-06-16,191.77,188.58,194.96,,True
PLT-AL1,MAT-050,2025-06-23,191.77,188.44,195.11,,True
PLT-AL1,MAT-050,2025-06-30,191.77,188.3,195.24,,True
PLT-LA1,MAT-001,2024-12-30,4455.21,4415.24,4495.28,4487.3,False
PLT-LA1,MAT-001,2025-01-06,7457.97,7417.9,7498.04,7469.5,False
PLT-LA1,MAT-001,2025-01-13,7356.7,7316.63,7396.56,7360.1,False
PLT-LA1,MAT-001,2025-01-20,7440.65,7400.69,7480.72,7452.8,False
PLT-LA1,MAT-001,2025-01-27,7231.35,7191.28,7271.31,7211.3,False
PLT-LA1,MAT-001,2025-02-03,7910.86,7870.9,7950.83,7922.3,False
PLT-LA1,MAT-001,2025-02-10,7715.38,7675.52,7755.45,7709.2,False
PLT-LA1,MAT-001,2025-02-17,7795.5,7755.43,7835.57,7794.9,False
PLT-LA1,MAT-001,2025-02-24,7677.98,7637.91,7718.05,7685.4,False
PLT-LA1,MAT-001,2025-03-03,7811.53,7771.57,7851.5,7798.4,False
PLT-LA1,MAT-001,2025-03-10,7962.22,7922.25,8002.18,7960.6,False
PLT-LA1,MAT-001,2025-03-17,7871.59,7831.52,7911.55,8149.1,False
PLT-LA1,MAT-001,2025-03-24,7949.48,7909.52,7989.55,7915.6,False
PLT-LA1,MAT-001,2025-03-31,8003.88,7964.02,8043.95,8480.4,False
PLT-LA1,MAT-001,2025-04-07,7865.38,7825.42,7905.35,,True
PLT-LA1,MAT-001,2025-04-14,8019.84,7963.25,8076.33,,True
PLT-LA1,MAT-001,2025-04-21,7877.52,7808.33,7946.81,,True
PLT-LA1,MAT-001,2025-04-28,8021.48,7941.55,8101.62,,True
PLT-LA1,MAT-001,2025-05-05,7882.98,7793.55,7972.31,,True
PLT-LA1,MAT-001,2025-05-12,8020.28,7922.28,8118.18,,True
PLT-LA1,MAT-001,2025-05-19,7874.88,7769.13,7980.73,,True
PLT-LA1,MAT-001,2025-05-26,8021.48,7908.4,8134.66,,True
PLT-LA1,MAT-001,2025-06-02,7882.98,7763.09,8002.98,,True
PLT-LA1,MAT-001,2025-06-09,8020.28,7893.88,8146.79,,True
PLT-LA1,MAT-001,2025-06-16,7874.88,7742.39,8007.58,,True
PLT-LA1,MAT-001,2025-06-23,8021.48,7883.1,8160.07,,True
PLT-LA1,MAT-001,2025-06-30,7882.98,7738.82,8027.15,,True
PLT-LA1,MAT-002,2024-12-30,4455.21,4415.24,4495.28,4487.3,False
PLT-LA1,MAT-002,2025-01-06,7457.97,7417.9,7498.04,7469.5,False
PLT-LA1,MAT-002,2025-01-13,7356.7,7316.63,7396.56,7360.1,False
PLT-LA1,MAT-002,2025-01-20,7440.65,7400.69,7480.72,7452.8,False
PLT-LA1,MAT-002,2025-01-27,7231.35,7191.28,7271.31,7211.3,False
PLT-LA1,MAT-002,2025-02-03,7910.86,7870.9,7950.83,7922.3,False
PLT-LA1,MAT-002,2025-02-10,7715.38,7675.52,7755.45,7709.2,False
PLT-LA1,MAT-002,2025-02-17,7795.5,7755.43,7835.57,7794.9,False
PLT-LA1,MAT-002,2025-02-24,7677.98,7637.91,7718.05,7685.4,False
PLT-LA1,MAT-002,2025-03-03,7811.53,7771.57,7851.5,7798.4,False
PLT-LA1,MAT-002,2025-03-10,7962.22,7922.25,8002.18,7960.6,False
PLT-LA1,MAT-002,2025-03-17,7871.59,7831.52,7911.55,8149.1,False
PLT-LA1,MAT-002,2025-03-24,7949.48,7909.52,7989.55,7915.6,False
PLT-LA1,MAT-002,2025-03-31,8003.88,7964.02,8043.95,8480.4,False
PLT-LA1,MAT-002,2025-04-07,7865.38,7825.42,7905.35,,True
PLT-LA1,MAT-002,2025-04-14,8019.84,7963.25,8076.33,,True
PLT-LA1,MAT-002,2025-04-21,7877.52,7808.33,7946.81,,True
PLT-LA1,MAT-002,2025-04-28,8021.48,7941.55,8101.62,,True
PLT-LA1,MAT-002,2025-05-05,7882.98,7793.55,7972.31,,True
PLT-LA1,MAT-002,2025-05-12,8020.28,7922.28,8118.18,,True
PLT-LA1,MAT-002,2025-05-19,7874.88,7769.13,7980.73,,True
PLT-LA1,MAT-002,2025-05-26,8021.48,7908.4,8134.66,,True
PLT-LA1,MAT-002,2025-06-02,7882.98,7763.09,8002.98,,True
PLT-LA1,MAT-002,2025-06-09,8020.28,7893.88,8146.79,,True
PLT-LA1,MAT-002,2025-06-16,7874.88,7742.39,8007.58,,True
PLT-LA1,MAT-002,2025-06-23,8021.48,7883.1,8160.07,,True
PLT-LA1,MAT-002,2025-06-30,7882.98,7738.82,8027.15,,True
PLT-LA1,MAT-003,2024-12-30,17820.84,17660.96,17981.12,17949.2,False
PLT-LA1,MAT-003,2025-01-06,29831.88,29671.6,29992.16,29878.0,False
PLT-LA1,MAT-003,2025-01-13,29426.8,29266.52,29586.24,29440.4,False
PLT-LA1,MAT-003,2025-01-20,29762.6,29602.76,29922.88,29811.2,False
PLT-LA1,MAT-003,2025-01-27,28925.4,28765.12,29085.24,28845.2,False
PLT-LA1,MAT-003,2025-02-03,31643.44,31483.6,31803.32,31689.2,False
PLT-LA1,MAT-003,2025-02-10,30861.52,30702.08,31021.8,30836.8,False
PLT-LA1,MAT-003,2025-02-17,31182.0,31021.72,31342.28,31179.6,False
PLT-LA1,MAT-003,2025-02-24,30711.92,30551.64,30872.2,30741.6,False
PLT-LA1,MAT-003,2025-03-03,31246.12,31086.28,31406.0,31193.6,False
PLT-LA1,MAT-003,2025-03-10,31848.88,31689.0,32008.72,31842.4,False
PLT-LA1,MAT-003,2025-03-17,31486.36,31326.08,31646.2,32596.4,False
PLT-LA1,MAT-003,2025-03-24,31797.92,31638.08,31958.2,31662.4,False
PLT-LA1,MAT-003,2025-03-31,32015.52,31856.08,32175.8,33921.6,False
PLT-LA1,MAT-003,2025-04-07,31461.52,31301.68,31621.4,,True
PLT-LA1,MAT-003,2025-04-14,32079.36,31853.0,32305.32,,True
PLT-LA1,MAT-003,2025-04-21,31510.08,31233.32,31787.24,,True
PLT-LA1,MAT-003,2025-04-28,32085.92,31766.2,32406.48,,True
PLT-LA1,MAT-003,2025-05-05,31531.92,31174.2,31889.24,,True
PLT-LA1,MAT-003,2025-05-12,32081.12,31689.12,32472.72,,True
PLT-LA1,MAT-003,2025-05-19,31499.52,31076.52,31922.92,,True
PLT-LA1,MAT-003,2025-05-26,32085.92,31633.6,32538.64,,True
PLT-LA1,MAT-003,2025-06-02,31531.92,31052.36,32011.92,,True
PLT-LA1,MAT-003,2025-06-09,32081.12,31575.52,32587.16,,True
PLT-LA1,MAT-003,2025-06-16,31499.52,30969.56,32030.32,,True
PLT-LA1,MAT-003,2025-06-23,32085.92,31532.4,32640.28,,True
PLT-LA1,MAT-003,2025-06-30,31531.92,30955.28,32108.6,,True
