snapshot_id,snapshot_date,plant_id,material_id,quantity_on_hand,unit_cost,inventory_value,safety_stock_level,reorder_point,days_forward_coverage
529,2025-02-01,PLT-OH2,MAT-047,92835.2635,3.0756,285524.1363,87794.435,92671.9036,19.03
530,2025-02-01,PLT-OH2,MAT-048,107299.441,1.8132,194555.3463,87794.435,92671.9036,22.0
531,2025-02-01,PLT-OH2,MAT-049,919.5149,8.3142,7645.0305,731.6203,780.395,18.85
532,2025-02-01,PLT-OH2,MAT-050,1208.5536,21.749,26284.8329,926.719,999.8811,24.78
533,2025-02-01,PLT-OH1,MAT-001,136273.2561,28.8735,3934685.8602,107764.3326,112449.7383,58.17
534,2025-02-01,PLT-OH1,MAT-002,143337.2226,21.9325,3143743.6343,110107.0354,115963.7927,61.18
535,2025-02-01,PLT-OH1,MAT-003,574993.906,4.2749,2458041.4487,459169.7648,491967.6052,61.36
536,2025-02-01,PLT-OH1,MAT-004,2727.7466,88.4378,241235.9081,2248.9948,2412.984,58.22
537,2025-02-01,PLT-OH1,MAT-005,606.9134,320.0,194212.2796,491.9676,527.1081,43.18
538,2025-02-01,PLT-OH1,MAT-006,200.9753,210.0,42204.8039,163.9892,175.7027,42.89
539,2025-02-01,PLT-OH1,MAT-007,698.6515,180.8848,126375.4363,569.2768,607.9314,99.41
540,2025-02-01,PLT-OH1,MAT-008,232.5605,418.6467,97360.6977,189.7589,202.6438,99.27
541,2025-02-01,PLT-OH1,MAT-009,88.0281,95.0,8362.6739,81.9946,87.8514,37.58
542,2025-02-01,PLT-OH1,MAT-010,111.1921,9.7412,1083.1447,98.3935,106.593,94.93
543,2025-02-01,PLT-OH1,MAT-011,197043.2168,6.8227,1344366.7554,178045.419,189758.9334,42.05
544,2025-02-01,PLT-OH1,MAT-012,206083.2609,3.998,823920.877,168674.6075,175702.7161,43.98
545,2025-02-01,PLT-OH1,MAT-013,106051.9381,2.262,239889.4839,84337.3037,87851.3581,45.27
546,2025-02-01,PLT-OH1,MAT-014,111537.2979,0.8528,95119.0076,86680.0066,92536.7638,47.61
547,2025-02-01,PLT-OH1,MAT-015,90290.6533,1.2217,110308.0911,91365.4124,99564.8725,38.54
548,2025-02-01,PLT-OH1,MAT-016,83654.2401,7.9901,668405.7439,72623.7893,76137.8437,35.71
549,2025-02-01,PLT-OH1,MAT-017,90989.4115,2.2888,208256.5651,77309.1951,83165.9523,38.84
550,2025-02-01,PLT-OH1,MAT-018,405.4719,19.689,7983.3354,327.9784,345.5487,34.62
551,2025-02-01,PLT-OH1,MAT-019,279047.985,0.6835,190729.2977,217871.368,228413.531,39.7
552,2025-02-01,PLT-OH1,MAT-020,228593.5178,0.4589,104901.5653,199129.745,216700.0166,39.03
553,2025-02-01,PLT-OH1,MAT-021,142134.9909,0.2906,41304.4284,134939.686,147590.2816,33.71
554,2025-02-01,PLT-OH1,MAT-022,688.3158,95.0,65389.9969,655.9568,702.8109,36.73
555,2025-02-01,PLT-OH1,MAT-023,1358.2005,145.0,196939.0689,1229.919,1317.7704,38.65
556,2025-02-01,PLT-OH1,MAT-024,207.0916,62.0,12839.6794,163.9892,175.7027,44.2
557,2025-02-01,PLT-OH1,MAT-025,94.6224,180.0,17032.0343,81.9946,87.8514,40.39
558,2025-02-01,PLT-OH1,MAT-027,214.1189,4.5,963.5349,163.9892,175.7027,45.7
559,2025-02-01,PLT-OH1,MAT-028,3585.6645,45.0,161354.9006,3279.784,3514.0543,38.26
560,2025-02-01,PLT-OH1,MAT-029,88418.6224,2.8,247572.1426,81994.6009,87851.3581,37.74
561,2025-02-01,PLT-OH1,MAT-030,210.8697,22.0,4639.134,163.9892,175.7027,45.01
562,2025-02-01,PLT-OH1,MAT-031,311.7712,15.0,4676.5683,245.9838,263.5541,44.36
563,2025-02-01,PLT-OH1,MAT-032,97974.6307,5.5,538860.4688,81994.6009,87851.3581,41.82
564,2025-02-01,PLT-OH1,MAT-038,284.8619,178.359,50807.6805,260.04,277.6103,40.53
565,2025-02-01,PLT-OH1,MAT-039,223.7732,202.1605,45238.1061,173.36,185.0735,47.76
566,2025-02-01,PLT-OH1,MAT-040,49929.6363,29.6962,1482720.4652,44511.3548,48611.0848,42.63
567,2025-02-01,PLT-OH1,MAT-047,98746.0371,3.2,315987.3187,81994.6009,87851.3581,42.15
568,2025-02-01,PLT-OH1,MAT-048,85518.3495,1.8,153933.0292,81994.6009,87851.3581,36.5
569,2025-02-01,PLT-OH1,MAT-049,975.6363,8.5,8292.9083,819.946,878.5136,41.65
570,2025-02-01,PLT-OH1,MAT-050,932.8368,22.0,20522.4087,819.946,878.5136,39.82
571,2025-02-08,PLT-AZ1,MAT-001,242575.3927,27.593,6693382.8109,188811.8528,197021.0638,59.1
572,2025-02-08,PLT-AZ1,MAT-002,242724.312,22.017,5344061.178,192916.4583,203177.972,59.13
573,2025-02-08,PLT-AZ1,MAT-003,944636.1398,4.2603,4024433.3463,804502.677,861967.154,57.54
574,2025-02-08,PLT-AZ1,MAT-004,4710.1943,87.8254,413674.6951,3940.4213,4227.7437,57.38
575,2025-02-08,PLT-AZ1,MAT-005,2377.5037,329.4044,783160.1705,1822.4448,1908.6416,96.54
576,2025-02-08,PLT-AZ1,MAT-006,821.4572,205.1512,168522.9295,632.1092,673.1553,100.07
577,2025-02-08,PLT-AZ1,MAT-007,1190.6354,174.9688,208324.0534,997.4191,1065.1451,96.69
578,2025-02-08,PLT-AZ1,MAT-008,424.6335,427.191,181399.596,332.473,355.0484,103.45
579,2025-02-08,PLT-AZ1,MAT-009,419.0448,94.8709,39755.1536,324.2638,340.6823,102.09
580,2025-02-08,PLT-AZ1,MAT-010,205.548,9.7205,1998.0291,172.3934,186.7596,100.15
581,2025-02-08,PLT-AZ1,MAT-011,402934.6793,6.6129,2664566.7405,311950.0176,332473.0451,49.08
582,2025-02-08,PLT-AZ1,MAT-012,353280.3028,4.1413,1463039.718,295531.5956,307845.4121,43.03
583,2025-02-08,PLT-AZ1,MAT-013,187494.1621,2.3057,432305.2895,147765.7978,153922.7061,45.68
584,2025-02-08,PLT-AZ1,MAT-014,174635.0238,0.8624,150605.2445,151870.4033,162131.9171,42.55
585,2025-02-08,PLT-AZ1,MAT-015,181977.3738,1.2162,221320.8821,160079.6143,174445.7335,44.33
586,2025-02-08,PLT-AZ1,MAT-016,148360.4786,7.7857,1155090.1782,127242.7703,133399.6786,36.14
587,2025-02-08,PLT-AZ1,MAT-017,162359.7328,2.3172,376219.9728,135451.9813,145713.4951,39.56
588,2025-02-08,PLT-AZ1,MAT-018,710.6565,18.9273,13450.8088,574.6448,605.4293,34.63
589,2025-02-08,PLT-AZ1,MAT-019,536466.7182,0.6792,364368.195,381728.311,400199.0358,43.57
590,2025-02-08,PLT-AZ1,MAT-020,350705.9396,0.4353,152662.2955,348891.4671,379676.0083,34.18
591,2025-02-08,PLT-AZ1,MAT-021,242216.9123,0.2967,71865.7579,206872.117,217954.5518,32.78
592,2025-02-08,PLT-AZ1,MAT-022,927.1064,99.6278,92365.5731,1017.9422,1083.6159,28.23
593,2025-02-08,PLT-AZ1,MAT-023,1679.2128,143.5576,241063.7642,1416.0889,1539.2271,27.27
594,2025-02-08,PLT-AZ1,MAT-024,127.2279,61.4043,7812.3395,172.3934,180.6026,15.5
595,2025-02-08,PLT-AZ1,MAT-025,143.2002,180.0,25776.0385,143.6612,153.9227,34.89
596,2025-02-08,PLT-AZ1,MAT-027,195.4561,4.5718,893.5862,172.3934,180.6026,23.81
597,2025-02-08,PLT-AZ1,MAT-028,7366.5074,45.0,331492.8319,5746.4477,6156.9082,44.87
598,2025-02-08,PLT-AZ1,MAT-029,172420.7692,2.8,482778.1538,143661.1923,153922.7061,42.01
599,2025-02-08,PLT-AZ1,MAT-030,345.0639,22.0,7591.4061,287.3224,307.8454,42.03
600,2025-02-08,PLT-AZ1,MAT-031,503.0756,15.0,7546.134,430.9836,461.7681,40.85
601,2025-02-08,PLT-AZ1,MAT-032,152395.8423,5.5,838177.1327,143661.1923,153922.7061,37.13
602,2025-02-08,PLT-AZ1,MAT-038,620.8022,189.7163,117776.2884,529.4941,560.2787,50.42
603,2025-02-08,PLT-AZ1,MAT-039,423.8359,217.3926,92138.7789,352.9961,373.5191,51.63
604,2025-02-08,PLT-AZ1,MAT-040,105173.7512,30.0593,3161449.34,90301.3209,96458.2291,51.25
605,2025-02-08,PLT-AZ1,MAT-047,167917.618,3.2,537336.3775,143661.1923,153922.7061,40.91
606,2025-02-08,PLT-AZ1,MAT-048,176186.401,1.8,317135.5218,143661.1923,153922.7061,42.92
607,2025-02-08,PLT-AZ1,MAT-049,559.1577,8.4709,4736.569,615.6908,656.7369,13.62
608,2025-02-08,PLT-AZ1,MAT-050,1673.1726,22.0,36809.798,1436.6119,1539.2271,40.76
609,2025-02-08,PLT-OH2,MAT-001,286541.5226,27.4849,7875565.0934,224363.556,234118.4932,58.75
610,2025-02-08,PLT-OH2,MAT-002,274348.8801,21.8027,5981546.3291,229241.0246,241434.6961,56.25
611,2025-02-08,PLT-OH2,MAT-003,1142049.711,4.2428,4845488.5139,955983.8473,1024268.4079,58.54
612,2025-02-08,PLT-OH2,MAT-004,5635.4587,87.7775,494666.4743,4682.3699,5023.7927,57.77
613,2025-02-08,PLT-OH2,MAT-005,2939.6121,335.0481,984911.4515,2546.0386,2780.1571,100.45
614,2025-02-08,PLT-OH2,MAT-006,423.1433,210.0,88860.0885,341.4228,365.8101,43.38
615,2025-02-08,PLT-OH2,MAT-007,1449.4927,174.995,253653.977,1185.2249,1265.7031,99.06
616,2025-02-08,PLT-OH2,MAT-008,501.9013,429.3699,215501.2974,395.075,421.901,102.9
617,2025-02-08,PLT-OH2,MAT-009,497.7917,101.4333,50492.656,385.32,404.8299,102.06
618,2025-02-08,PLT-OH2,MAT-010,240.0804,9.8968,2376.0278,204.8537,221.9248,98.44
619,2025-02-08,PLT-OH2,MAT-011,489475.5121,6.8872,3371115.7467,370687.6143,395074.9573,50.18
620,2025-02-08,PLT-OH2,MAT-012,415619.7816,3.9636,1647350.5664,351177.7398,365810.1457,42.61
621,2025-02-08,PLT-OH2,MAT-013,243859.9833,2.3388,570339.729,175588.8699,182905.0728,50.0
622,2025-02-08,PLT-OH2,MAT-014,226635.0115,0.8842,200390.6772,180466.3385,192660.0101,46.47
623,2025-02-08,PLT-OH2,MAT-015,198248.9372,1.2039,238671.8954,190221.2757,207292.4159,40.65
624,2025-02-08,PLT-OH2,MAT-016,185844.43,7.9279,1473356.0568,151201.5269,158517.7298,38.1
625,2025-02-08,PLT-OH2,MAT-017,166971.4979,2.1744,363062.8251,160956.4641,173150.1356,34.23
626,2025-02-08,PLT-OH2,MAT-018,1106.2371,18.0,19912.267,853.557,914.5254,45.36
627,2025-02-08,PLT-OH2,MAT-019,569688.0198,0.6768,385564.8518,453604.5806,475553.1894,38.93
628,2025-02-08,PLT-OH2,MAT-020,421365.0515,0.436,183715.1625,414584.8318,451165.8463,34.56
629,2025-02-08,PLT-OH2,MAT-021,343968.4951,0.28,96311.1786,307280.5224,329229.1311,39.18
630,2025-02-08,PLT-OH2,MAT-022,1583.5518,102.9547,163034.1016,1170.5925,1229.1221,40.58
631,2025-02-08,PLT-OH2,MAT-023,1282.8784,138.4548,177620.6711,1682.7267,1829.0507,17.53
632,2025-02-08,PLT-OH2,MAT-024,220.4589,62.8156,13848.2598,204.8537,214.6086,22.6
633,2025-02-08,PLT-OH2,MAT-025,185.6753,180.0,33421.5538,170.7114,182.9051,38.07
634,2025-02-08,PLT-OH2,MAT-027,262.4843,4.5384,1191.2585,204.8537,214.6086,26.91
635,2025-02-08,PLT-OH2,MAT-028,8623.8237,45.0,388072.0652,6828.4561,7316.2029,44.2
636,2025-02-08,PLT-OH2,MAT-029,192643.5736,2.8,539402.006,170711.4013,182905.0728,39.5
637,2025-02-08,PLT-OH2,MAT-030,392.4855,22.0,8634.6805,341.4228,365.8101,40.23
638,2025-02-08,PLT-OH2,MAT-031,592.2378,15.0,8883.5667,512.1342,548.7152,40.47
639,2025-02-08,PLT-OH2,MAT-032,202170.1325,5.5,1111935.7286,170711.4013,182905.0728,41.45
640,2025-02-08,PLT-OH2,MAT-038,618.1956,177.4999,109729.652,541.399,577.98,42.25
641,2025-02-08,PLT-OH2,MAT-039,472.4096,210.363,99377.505,360.9327,385.32,48.43
642,2025-02-08,PLT-OH2,MAT-040,136443.47,30.6366,4180164.0139,102426.8408,107304.3094,55.95
643,2025-02-08,PLT-OH2,MAT-047,99063.8878,3.0756,304680.8932,87794.435,92671.9036,20.31
644,2025-02-08,PLT-OH2,MAT-048,113765.4617,1.8132,206279.5352,87794.435,92671.9036,23.32
645,2025-02-08,PLT-OH2,MAT-049,961.1767,8.3142,7991.4153,731.6203,780.395,19.71
646,2025-02-08,PLT-OH2,MAT-050,1174.1774,21.749,25537.185,926.719,999.8811,24.07
647,2025-02-08,PLT-OH1,MAT-001,140702.4974,28.8735,4062573.5575,107764.3326,112449.7383,60.06
648,2025-02-08,PLT-OH1,MAT-002,144650.2456,21.9325,3172541.5113,110107.0354,115963.7927,61.75
649,2025-02-08,PLT-OH1,MAT-003,576508.2222,4.2749,2464514.999,459169.7648,491967.6052,61.52
650,2025-02-08,PLT-OH1,MAT-004,2756.3555,88.4378,243766.0159,2248.9948,2412.984,58.83
651,2025-02-08,PLT-OH1,MAT-005,619.8427,320.0,198349.6502,491.9676,527.1081,44.1
652,2025-02-08,PLT-OH1,MAT-006,204.7537,210.0,42998.2869,163.9892,175.7027,43.7
653,2025-02-08,PLT-OH1,MAT-007,708.2771,180.8848,128116.5592,569.2768,607.9314,100.78
654,2025-02-08,PLT-OH1,MAT-008,224.7003,418.6467,94070.0277,189.7589,202.6438,95.91
655,2025-02-08,PLT-OH1,MAT-009,93.1095,95.0,8845.3997,81.9946,87.8514,39.74
656,2025-02-08,PLT-OH1,MAT-010,115.1025,9.7412,1121.2363,98.3935,106.593,98.26
657,2025-02-08,PLT-OH1,MAT-011,211855.693,6.8227,1445427.8367,178045.419,189758.9334,45.22
658,2025-02-08,PLT-OH1,MAT-012,216820.0718,3.998,866846.6471,168674.6075,175702.7161,46.28
659,2025-02-08,PLT-OH1,MAT-013,108013.5141,2.262,244326.5688,84337.3037,87851.3581,46.11
660,2025-02-08,PLT-OH1,MAT-014,113298.5438,0.8528,96620.9982,86680.0066,92536.7638,48.36
661,2025-02-08,PLT-OH1,MAT-015,97736.6045,1.2217,119404.8098,91365.4124,99564.8725,41.72
662,2025-02-08,PLT-OH1,MAT-016,89447.0626,7.9901,714690.9749,72623.7893,76137.8437,38.18
663,2025-02-08,PLT-OH1,MAT-017,93684.9317,2.2888,214426.0718,77309.1951,83165.9523,39.99
664,2025-02-08,PLT-OH1,MAT-018,413.4682,19.689,8140.7753,327.9784,345.5487,35.3
665,2025-02-08,PLT-OH1,MAT-019,284550.4971,0.6835,194490.2647,217871.368,228413.531,40.49
666,2025-02-08,PLT-OH1,MAT-020,235029.5237,0.4589,107855.0484,199129.745,216700.0166,40.13
667,2025-02-08,PLT-OH1,MAT-021,148536.842,0.2906,43164.8063,134939.686,147590.2816,35.22
668,2025-02-08,PLT-OH1,MAT-022,743.2779,95.0,70611.4008,655.9568,702.8109,39.66
669,2025-02-08,PLT-OH1,MAT-023,1452.3549,145.0,210591.4536,1229.919,1317.7704,41.33
670,2025-02-08,PLT-OH1,MAT-024,203.9975,62.0,12647.8466,163.9892,175.7027,43.54
671,2025-02-08,PLT-OH1,MAT-025,86.4663,180.0,15563.9259,81.9946,87.8514,36.91
672,2025-02-08,PLT-OH1,MAT-027,190.2168,4.5,855.9758,163.9892,175.7027,40.6
673,2025-02-08,PLT-OH1,MAT-028,3283.3528,45.0,147750.8768,3279.784,3514.0543,35.04
674,2025-02-08,PLT-OH1,MAT-029,93076.3423,2.8,260613.7586,81994.6009,87851.3581,39.73
675,2025-02-08,PLT-OH1,MAT-030,189.6417,22.0,4172.1178,163.9892,175.7027,40.47
676,2025-02-08,PLT-OH1,MAT-031,310.5052,15.0,4657.5785,245.9838,263.5541,44.18
677,2025-02-08,PLT-OH1,MAT-032,100537.1167,5.5,552954.1418,81994.6009,87851.3581,42.92
678,2025-02-08,PLT-OH1,MAT-038,300.1471,178.359,53533.9408,260.04,277.6103,42.71
679,2025-02-08,PLT-OH1,MAT-039,224.9024,202.1605,45466.3894,173.36,185.0735,48.0
680,2025-02-08,PLT-OH1,MAT-040,51321.9117,29.6962,1524065.755,44511.3548,48611.0848,43.81
681,2025-02-08,PLT-OH1,MAT-047,103324.4989,3.2,330638.3965,81994.6009,87851.3581,44.1
682,2025-02-08,PLT-OH1,MAT-048,79311.9206,1.8,142761.4571,81994.6009,87851.3581,33.85
683,2025-02-08,PLT-OH1,MAT-049,998.1483,8.5,8484.2602,819.946,878.5136,42.61
684,2025-02-08,PLT-OH1,MAT-050,862.9807,22.0,18985.5758,819.946,878.5136,36.84
685,2025-02-15,PLT-AZ1,MAT-001,249188.0251,27.593,6875845.1763,188811.8528,197021.0638,60.71
686,2025-02-15,PLT-AZ1,MAT-002,247433.2745,22.017,5447738.4047,192916.4583,203177.972,60.28
687,2025-02-15,PLT-AZ1,MAT-003,974643.0603,4.2603,4152271.8298,804502.677,861967.154,59.36
688,2025-02-15,PLT-AZ1,MAT-004,4817.0971,87.8254,423063.4769,3940.4213,4227.7437,58.68
689,2025-02-15,PLT-AZ1,MAT-005,2394.916,329.4044,788895.871,1822.4448,1908.6416,97.25
690,2025-02-15,PLT-AZ1,MAT-006,785.1619,205.1512,161076.906,632.1092,673.1553,95.64
691,2025-02-15,PLT-AZ1,MAT-007,1223.6457,174.9688,214099.8253,997.4191,1065.1451,99.37
692,2025-02-15,PLT-AZ1,MAT-008,405.5684,427.191,173255.1824,332.473,355.0484,98.81
693,2025-02-15,PLT-AZ1,MAT-009,423.6415,94.8709,40191.2459,324.2638,340.6823,103.21
694,2025-02-15,PLT-AZ1,MAT-010,208.9994,9.7205,2031.5785,172.3934,186.7596,101.84
695,2025-02-15,PLT-AZ1,MAT-011,400813.0787,6.6129,2650536.8084,311950.0176,332473.0451,48.82
696,2025-02-15,PLT-AZ1,MAT-012,368602.6419,4.1413,1526494.1209,295531.5956,307845.4121,44.9
697,2025-02-15,PLT-AZ1,MAT-013,173514.0892,2.3057,400071.4355,147765.7978,153922.7061,42.27
698,2025-02-15,PLT-AZ1,MAT-014,179700.4586,0.8624,154973.6755,151870.4033,162131.9171,43.78
699,2025-02-15,PLT-AZ1,MAT-015,183559.3314,1.2162,223244.8588,160079.6143,174445.7335,44.72
700,2025-02-15,PLT-AZ1,MAT-016,153841.6611,7.7857,1197765.0211,127242.7703,133399.6786,37.48
701,2025-02-15,PLT-AZ1,MAT-017,164951.2011,2.3172,382224.9232,135451.9813,145713.4951,40.19
702,2025-02-15,PLT-AZ1,MAT-018,629.0491,18.9273,11906.2013,574.6448,605.4293,30.65
703,2025-02-15,PLT-AZ1,MAT-019,470635.6078,0.6792,319655.7048,381728.311,400199.0358,38.22
704,2025-02-15,PLT-AZ1,MAT-020,373586.7063,0.4353,162622.2933,348891.4671,379676.0083,36.41
705,2025-02-15,PLT-AZ1,MAT-021,257073.1742,0.2967,76273.6108,206872.117,217954.5518,34.79
706,2025-02-15,PLT-AZ1,MAT-022,1070.5474,99.6278,106656.2781,1017.9422,1083.6159,32.6
707,2025-02-15,PLT-AZ1,MAT-023,1392.0963,143.5576,199846.0052,1416.0889,1539.2271,22.61
708,2025-02-15,PLT-AZ1,MAT-024,156.9395,61.4043,9636.7617,172.3934,180.6026,19.12
709,2025-02-15,PLT-AZ1,MAT-025,152.654,180.0,27477.7288,143.6612,153.9227,37.19
710,2025-02-15,PLT-AZ1,MAT-027,164.5281,4.5718,752.1897,172.3934,180.6026,20.04
711,2025-02-15,PLT-AZ1,MAT-028,6598.7688,45.0,296944.5955,5746.4477,6156.9082,40.19
712,2025-02-15,PLT-AZ1,MAT-029,176621.7628,2.8,494540.9359,143661.1923,153922.7061,43.03
713,2025-02-15,PLT-AZ1,MAT-030,350.3654,22.0,7708.0381,287.3224,307.8454,42.68
714,2025-02-15,PLT-AZ1,MAT-031,457.1649,15.0,6857.4732,430.9836,461.7681,37.13
715,2025-02-15,PLT-AZ1,MAT-032,161435.6705,5.5,887896.188,143661.1923,153922.7061,39.33
716,2025-02-15,PLT-AZ1,MAT-038,586.2641,189.7163,111223.8527,529.4941,560.2787,47.61
717,2025-02-15,PLT-AZ1,MAT-039,432.5644,217.3926,94036.302,352.9961,373.5191,52.69
718,2025-02-15,PLT-AZ1,MAT-040,108194.4961,30.0593,3252250.816,90301.3209,96458.2291,52.72
719,2025-02-15,PLT-AZ1,MAT-047,174790.0944,3.2,559328.3021,143661.1923,153922.7061,42.58
720,2025-02-15,PLT-AZ1,MAT-048,179360.9792,1.8,322849.7626,143661.1923,153922.7061,43.7
721,2025-02-15,PLT-AZ1,MAT-049,429.882,8.4709,3641.4878,615.6908,656.7369,10.47
722,2025-02-15,PLT-AZ1,MAT-050,1744.9121,22.0,38388.0657,1436.6119,1539.2271,42.51
723,2025-02-15,PLT-OH2,MAT-001,267188.3488,27.4849,7343645.0472,224363.556,234118.4932,54.78
724,2025-02-15,PLT-OH2,MAT-002,286230.3028,21.8027,6240593.4231,229241.0246,241434.6961,58.68
725,2025-02-15,PLT-OH2,MAT-003,1168447.7792,4.2428,4957490.2377,955983.8473,1024268.4079,59.89
726,2025-02-15,PLT-OH2,MAT-004,5300.2748,87.7775,465244.8669,4682.3699,5023.7927,54.33
727,2025-02-15,PLT-OH2,MAT-005,2850.2023,335.0481,954954.8725,2546.0386,2780.1571,97.39
728,2025-02-15,PLT-OH2,MAT-006,430.9419,210.0,90497.7952,341.4228,365.8101,44.18
729,2025-02-15,PLT-OH2,MAT-007,1485.4386,174.995,259944.3248,1185.2249,1265.7031,101.52
730,2025-02-15,PLT-OH2,MAT-008,502.788,429.3699,215882.0202,395.075,421.901,103.08
731,2025-02-15,PLT-OH2,MAT-009,481.2041,101.4333,48810.1149,385.32,404.8299,98.66
732,2025-02-15,PLT-OH2,MAT-010,232.5694,9.8968,2301.6924,204.8537,221.9248,95.36
733,2025-02-15,PLT-OH2,MAT-011,441694.5288,6.8872,3042038.5585,370687.6143,395074.9573,45.28
734,2025-02-15,PLT-OH2,MAT-012,436689.9199,3.9636,1730864.1665,351177.7398,365810.1457,44.77
735,2025-02-15,PLT-OH2,MAT-013,242629.1807,2.3388,567461.1279,175588.8699,182905.0728,49.74
736,2025-02-15,PLT-OH2,MAT-014,203429.2589,0.8842,179872.1508,180466.3385,192660.0101,41.71
737,2025-02-15,PLT-OH2,MAT-015,185979.3426,1.2039,223900.5305,190221.2757,207292.4159,38.13
738,2025-02-15,PLT-OH2,MAT-016,166539.9306,7.9279,1320311.9154,151201.5269,158517.7298,34.14
739,2025-02-15,PLT-OH2,MAT-017,174860.1177,2.1744,380215.8399,160956.4641,173150.1356,35.85
740,2025-02-15,PLT-OH2,MAT-018,1083.4002,18.0,19501.2034,853.557,914.5254,44.42
741,2025-02-15,PLT-OH2,MAT-019,574255.8988,0.6768,388656.3923,453604.5806,475553.1894,39.25
742,2025-02-15,PLT-OH2,MAT-020,459879.926,0.436,200507.6477,414584.8318,451165.8463,37.71
743,2025-02-15,PLT-OH2,MAT-021,356788.1505,0.28,99900.6821,307280.5224,329229.1311,40.64
744,2025-02-15,PLT-OH2,MAT-022,1557.0405,102.9547,160304.6361,1170.5925,1229.1221,39.9
745,2025-02-15,PLT-OH2,MAT-023,1478.6801,138.4548,204730.3521,1682.7267,1829.0507,20.21
746,2025-02-15,PLT-OH2,MAT-024,240.4151,62.8156,15101.8217,204.8537,214.6086,24.65
747,2025-02-15,PLT-OH2,MAT-025,192.7841,180.0,34701.1336,170.7114,182.9051,39.53
748,2025-02-15,PLT-OH2,MAT-027,263.7046,4.5384,1196.797,204.8537,214.6086,27.03
749,2025-02-15,PLT-OH2,MAT-028,8707.3905,45.0,391832.5741,6828.4561,7316.2029,44.63
750,2025-02-15,PLT-OH2,MAT-029,197741.5987,2.8,553676.4762,170711.4013,182905.0728,40.54
751,2025-02-15,PLT-OH2,MAT-030,361.6393,22.0,7956.0652,341.4228,365.8101,37.07
752,2025-02-15,PLT-OH2,MAT-031,622.4961,15.0,9337.4418,512.1342,548.7152,42.54
753,2025-02-15,PLT-OH2,MAT-032,210494.2664,5.5,1157718.4654,170711.4013,182905.0728,43.16
754,2025-02-15,PLT-OH2,MAT-038,647.3427,177.4999,114903.2641,541.399,577.98,44.24
755,2025-02-15,PLT-OH2,MAT-039,425.2985,210.363,89467.078,360.9327,385.32,43.6
756,2025-02-15,PLT-OH2,MAT-040,124719.4663,30.6366,3820980.4,102426.8408,107304.3094,51.14
757,2025-02-15,PLT-OH2,MAT-047,103181.8579,3.0756,317346.1221,87794.435,92671.9036,21.15
758,2025-02-15,PLT-OH2,MAT-048,110862.2462,1.8132,201015.4248,87794.435,92671.9036,22.73
759,2025-02-15,PLT-OH2,MAT-049,917.0697,8.3142,7624.7013,731.6203,780.395,18.8
760,2025-02-15,PLT-OH2,MAT-050,1139.4278,21.749,24781.4157,926.719,999.8811,23.36
761,2025-02-15,PLT-OH1,MAT-001,143671.4985,28.8735,4148299.0109,107764.3326,112449.7383,61.33
762,2025-02-15,PLT-OH1,MAT-002,144912.0107,21.9325,3178282.6744,110107.0354,115963.7927,61.86
763,2025-02-15,PLT-OH1,MAT-003,575821.6307,4.2749,2461579.889,459169.7648,491967.6052,61.45
764,2025-02-15,PLT-OH1,MAT-004,2805.7662,88.4378,248135.7884,2248.9948,2412.984,59.88
765,2025-02-15,PLT-OH1,MAT-005,631.1465,320.0,201966.8664,491.9676,527.1081,44.9
766,2025-02-15,PLT-OH1,MAT-006,204.9845,210.0,43046.7531,163.9892,175.7027,43.75
767,2025-02-15,PLT-OH1,MAT-007,720.7423,180.8848,130371.3225,569.2768,607.9314,102.55
768,2025-02-15,PLT-OH1,MAT-008,230.0419,418.6467,96306.2799,189.7589,202.6438,98.2
769,2025-02-15,PLT-OH1,MAT-009,97.5457,95.0,9266.8451,81.9946,87.8514,41.64
770,2025-02-15,PLT-OH1,MAT-010,116.9637,9.7412,1139.3666,98.3935,106.593,99.85
771,2025-02-15,PLT-OH1,MAT-011,215410.1441,6.8227,1469678.79,178045.419,189758.9334,45.97
772,2025-02-15,PLT-OH1,MAT-012,199641.5181,3.998,798166.7895,168674.6075,175702.7161,42.61
773,2025-02-15,PLT-OH1,MAT-013,111984.4635,2.262,253308.8564,84337.3037,87851.3581,47.8
774,2025-02-15,PLT-OH1,MAT-014,113628.501,0.8528,96902.3856,86680.0066,92536.7638,48.5
775,2025-02-15,PLT-OH1,MAT-015,100580.2508,1.2217,122878.8925,91365.4124,99564.8725,42.93
776,2025-02-15,PLT-OH1,MAT-016,90523.6528,7.9901,723293.0382,72623.7893,76137.8437,38.64
777,2025-02-15,PLT-OH1,MAT-017,95909.4441,2.2888,219517.5357,77309.1951,83165.9523,40.94
778,2025-02-15,PLT-OH1,MAT-018,367.3825,19.689,7233.3935,327.9784,345.5487,31.36
779,2025-02-15,PLT-OH1,MAT-019,288104.0037,0.6835,196919.0866,217871.368,228413.531,40.99
780,2025-02-15,PLT-OH1,MAT-020,239242.182,0.4589,109788.2373,199129.745,216700.0166,40.85
781,2025-02-15,PLT-OH1,MAT-021,154175.6707,0.2906,44803.4499,134939.686,147590.2816,36.56
782,2025-02-15,PLT-OH1,MAT-022,686.8575,95.0,65251.4615,655.9568,702.8109,36.65
783,2025-02-15,PLT-OH1,MAT-023,1477.2114,145.0,214195.6519,1229.919,1317.7704,42.04
